course_id,course_name,platform,provider,difficulty,duration_hours,language,certificate,price,rating,skill_id,role_id,course_url
COURSE0201,Calculus Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK101,ROLE041,https://example.com/course/201
COURSE0202,Calculus Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK101,ROLE041,https://example.com/course/202
COURSE0203,Data Cleaning Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK102,ROLE042,https://example.com/course/203
COURSE0204,Data Cleaning Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK102,ROLE042,https://example.com/course/204
COURSE0205,EDA Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK103,ROLE043,https://example.com/course/205
COURSE0206,EDA Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK103,ROLE043,https://example.com/course/206
COURSE0207,Feature Selection Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK104,ROLE044,https://example.com/course/207
COURSE0208,Feature Selection Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK104,ROLE044,https://example.com/course/208
COURSE0209,Data Visualization Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK105,ROLE045,https://example.com/course/209
COURSE0210,Data Visualization Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK105,ROLE045,https://example.com/course/210
COURSE0211,Hypothesis Testing Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK106,ROLE046,https://example.com/course/211
COURSE0212,Hypothesis Testing Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK106,ROLE046,https://example.com/course/212
COURSE0213,Regression Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK107,ROLE047,https://example.com/course/213
COURSE0214,Regression Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK107,ROLE047,https://example.com/course/214
COURSE0215,Classification Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK108,ROLE048,https://example.com/course/215
COURSE0216,Classification Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK108,ROLE048,https://example.com/course/216
COURSE0217,Clustering Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK109,ROLE049,https://example.com/course/217
COURSE0218,Clustering Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK109,ROLE049,https://example.com/course/218
COURSE0219,Dimensionality Reduction Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK110,ROLE050,https://example.com/course/219
COURSE0220,Dimensionality Reduction Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK110,ROLE050,https://example.com/course/220
COURSE0221,Big Data Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK111,ROLE051,https://example.com/course/221
COURSE0222,Big Data Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK111,ROLE051,https://example.com/course/222
COURSE0223,Spark Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK112,ROLE052,https://example.com/course/223
COURSE0224,Spark Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK112,ROLE052,https://example.com/course/224
COURSE0225,Hadoop Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK113,ROLE053,https://example.com/course/225
COURSE0226,Hadoop Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK113,ROLE053,https://example.com/course/226
COURSE0227,Airflow Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK114,ROLE054,https://example.com/course/227
COURSE0228,Airflow Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK114,ROLE054,https://example.com/course/228
COURSE0229,Snowflake Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK115,ROLE055,https://example.com/course/229
COURSE0230,Snowflake Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK115,ROLE055,https://example.com/course/230
COURSE0231,Redshift Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK116,ROLE056,https://example.com/course/231
COURSE0232,Redshift Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK116,ROLE056,https://example.com/course/232
COURSE0233,ETL Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK117,ROLE057,https://example.com/course/233
COURSE0234,ETL Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK117,ROLE057,https://example.com/course/234
COURSE0235,Data Warehouse Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK118,ROLE058,https://example.com/course/235
COURSE0236,Data Warehouse Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK118,ROLE058,https://example.com/course/236
COURSE0237,Data Mining Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK119,ROLE059,https://example.com/course/237
COURSE0238,Data Mining Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK119,ROLE059,https://example.com/course/238
COURSE0239,Business Analytics Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK120,ROLE060,https://example.com/course/239
COURSE0240,Business Analytics Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK120,ROLE060,https://example.com/course/240
COURSE0241,AWS Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK121,ROLE001,https://example.com/course/241
COURSE0242,AWS Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK121,ROLE001,https://example.com/course/242
COURSE0243,Azure Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK122,ROLE002,https://example.com/course/243
COURSE0244,Azure Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK122,ROLE002,https://example.com/course/244
COURSE0245,Google Cloud Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK123,ROLE003,https://example.com/course/245
COURSE0246,Google Cloud Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK123,ROLE003,https://example.com/course/246
COURSE0247,Docker Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK124,ROLE004,https://example.com/course/247
COURSE0248,Docker Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK124,ROLE004,https://example.com/course/248
COURSE0249,Kubernetes Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK125,ROLE005,https://example.com/course/249
COURSE0250,Kubernetes Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK125,ROLE005,https://example.com/course/250
COURSE0251,Jenkins Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK126,ROLE006,https://example.com/course/251
COURSE0252,Jenkins Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK126,ROLE006,https://example.com/course/252
COURSE0253,GitHub Actions Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK127,ROLE007,https://example.com/course/253
COURSE0254,GitHub Actions Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK127,ROLE007,https://example.com/course/254
COURSE0255,Terraform Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK128,ROLE008,https://example.com/course/255
COURSE0256,Terraform Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK128,ROLE008,https://example.com/course/256
COURSE0257,Ansible Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK129,ROLE009,https://example.com/course/257
COURSE0258,Ansible Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK129,ROLE009,https://example.com/course/258
COURSE0259,Linux Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK130,ROLE010,https://example.com/course/259
COURSE0260,Linux Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK130,ROLE010,https://example.com/course/260
COURSE0261,Ubuntu Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK131,ROLE011,https://example.com/course/261
COURSE0262,Ubuntu Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK131,ROLE011,https://example.com/course/262
COURSE0263,CentOS Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK132,ROLE012,https://example.com/course/263
COURSE0264,CentOS Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK132,ROLE012,https://example.com/course/264
COURSE0265,CI/CD Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK133,ROLE013,https://example.com/course/265
COURSE0266,CI/CD Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK133,ROLE013,https://example.com/course/266
COURSE0267,Cloud Security Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK134,ROLE014,https://example.com/course/267
COURSE0268,Cloud Security Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK134,ROLE014,https://example.com/course/268
COURSE0269,Load Balancing Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK135,ROLE015,https://example.com/course/269
COURSE0270,Load Balancing Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK135,ROLE015,https://example.com/course/270
COURSE0271,Virtualization Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK136,ROLE016,https://example.com/course/271
COURSE0272,Virtualization Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK136,ROLE016,https://example.com/course/272
COURSE0273,EC2 Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK137,ROLE017,https://example.com/course/273
COURSE0274,EC2 Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK137,ROLE017,https://example.com/course/274
COURSE0275,S3 Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK138,ROLE018,https://example.com/course/275
COURSE0276,S3 Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK138,ROLE018,https://example.com/course/276
COURSE0277,Lambda Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK139,ROLE019,https://example.com/course/277
COURSE0278,Lambda Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK139,ROLE019,https://example.com/course/278
COURSE0279,CloudFormation Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK140,ROLE020,https://example.com/course/279
COURSE0280,CloudFormation Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK140,ROLE020,https://example.com/course/280
COURSE0281,Prometheus Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK141,ROLE021,https://example.com/course/281
COURSE0282,Prometheus Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK141,ROLE021,https://example.com/course/282
COURSE0283,Grafana Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK142,ROLE022,https://example.com/course/283
COURSE0284,Grafana Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK142,ROLE022,https://example.com/course/284
COURSE0285,ELK Stack Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK143,ROLE023,https://example.com/course/285
COURSE0286,ELK Stack Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK143,ROLE023,https://example.com/course/286
COURSE0287,Kafka Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK144,ROLE024,https://example.com/course/287
COURSE0288,Kafka Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK144,ROLE024,https://example.com/course/288
COURSE0289,RabbitMQ Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK145,ROLE025,https://example.com/course/289
COURSE0290,RabbitMQ Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK145,ROLE025,https://example.com/course/290
COURSE0291,Redis Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK146,ROLE026,https://example.com/course/291
COURSE0292,Redis Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK146,ROLE026,https://example.com/course/292
COURSE0293,MongoDB Atlas Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK147,ROLE027,https://example.com/course/293
COURSE0294,MongoDB Atlas Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK147,ROLE027,https://example.com/course/294
COURSE0295,Helm Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK148,ROLE028,https://example.com/course/295
COURSE0296,Helm Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK148,ROLE028,https://example.com/course/296
COURSE0297,Istio Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK149,ROLE029,https://example.com/course/297
COURSE0298,Istio Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK149,ROLE029,https://example.com/course/298
COURSE0299,OpenShift Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK150,ROLE030,https://example.com/course/299
COURSE0300,OpenShift Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK150,ROLE030,https://example.com/course/300
COURSE0301,HAProxy Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK151,ROLE031,https://example.com/course/301
COURSE0302,HAProxy Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK151,ROLE031,https://example.com/course/302
COURSE0303,Vault Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK152,ROLE032,https://example.com/course/303
COURSE0304,Vault Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK152,ROLE032,https://example.com/course/304
COURSE0305,IAM Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK153,ROLE033,https://example.com/course/305
COURSE0306,IAM Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK153,ROLE033,https://example.com/course/306
COURSE0307,Cloud Monitoring Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK154,ROLE034,https://example.com/course/307
COURSE0308,Cloud Monitoring Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK154,ROLE034,https://example.com/course/308
COURSE0309,Autoscaling Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK155,ROLE035,https://example.com/course/309
COURSE0310,Autoscaling Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK155,ROLE035,https://example.com/course/310
COURSE0311,Disaster Recovery Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK156,ROLE036,https://example.com/course/311
COURSE0312,Disaster Recovery Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK156,ROLE036,https://example.com/course/312
COURSE0313,Container Security Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK157,ROLE037,https://example.com/course/313
COURSE0314,Container Security Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK157,ROLE037,https://example.com/course/314
COURSE0315,DevSecOps Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK158,ROLE038,https://example.com/course/315
COURSE0316,DevSecOps Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK158,ROLE038,https://example.com/course/316
COURSE0317,ArgoCD Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK159,ROLE039,https://example.com/course/317
COURSE0318,ArgoCD Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK159,ROLE039,https://example.com/course/318
COURSE0319,SQL Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK160,ROLE040,https://example.com/course/319
COURSE0320,SQL Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK160,ROLE040,https://example.com/course/320
COURSE0321,MySQL Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK161,ROLE041,https://example.com/course/321
COURSE0322,MySQL Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK161,ROLE041,https://example.com/course/322
COURSE0323,PostgreSQL Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK162,ROLE042,https://example.com/course/323
COURSE0324,PostgreSQL Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK162,ROLE042,https://example.com/course/324
COURSE0325,Oracle Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK163,ROLE043,https://example.com/course/325
COURSE0326,Oracle Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK163,ROLE043,https://example.com/course/326
COURSE0327,SQLite Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK164,ROLE044,https://example.com/course/327
COURSE0328,SQLite Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK164,ROLE044,https://example.com/course/328
COURSE0329,MongoDB Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK165,ROLE045,https://example.com/course/329
COURSE0330,MongoDB Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK165,ROLE045,https://example.com/course/330
COURSE0331,Redis DB Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK166,ROLE046,https://example.com/course/331
COURSE0332,Redis DB Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK166,ROLE046,https://example.com/course/332
COURSE0333,Cassandra Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK167,ROLE047,https://example.com/course/333
COURSE0334,Cassandra Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK167,ROLE047,https://example.com/course/334
COURSE0335,Neo4j Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK168,ROLE048,https://example.com/course/335
COURSE0336,Neo4j Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK168,ROLE048,https://example.com/course/336
COURSE0337,Firebase Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK169,ROLE049,https://example.com/course/337
COURSE0338,Firebase Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK169,ROLE049,https://example.com/course/338
COURSE0339,Supabase Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK170,ROLE050,https://example.com/course/339
COURSE0340,Supabase Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK170,ROLE050,https://example.com/course/340
COURSE0341,DynamoDB Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK171,ROLE051,https://example.com/course/341
COURSE0342,DynamoDB Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK171,ROLE051,https://example.com/course/342
COURSE0343,ElasticSearch Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK172,ROLE052,https://example.com/course/343
COURSE0344,ElasticSearch Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK172,ROLE052,https://example.com/course/344
COURSE0345,MariaDB Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK173,ROLE053,https://example.com/course/345
COURSE0346,MariaDB Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK173,ROLE053,https://example.com/course/346
COURSE0347,SQL Server Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK174,ROLE054,https://example.com/course/347
COURSE0348,SQL Server Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK174,ROLE054,https://example.com/course/348
COURSE0349,InfluxDB Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK175,ROLE055,https://example.com/course/349
COURSE0350,InfluxDB Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK175,ROLE055,https://example.com/course/350
COURSE0351,ClickHouse Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK176,ROLE056,https://example.com/course/351
COURSE0352,ClickHouse Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK176,ROLE056,https://example.com/course/352
COURSE0353,BigQuery Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK177,ROLE057,https://example.com/course/353
COURSE0354,BigQuery Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK177,ROLE057,https://example.com/course/354
COURSE0355,Hive Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK178,ROLE058,https://example.com/course/355
COURSE0356,Hive Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK178,ROLE058,https://example.com/course/356
COURSE0357,HBase Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK179,ROLE059,https://example.com/course/357
COURSE0358,HBase Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK179,ROLE059,https://example.com/course/358
COURSE0359,Ethical Hacking Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK180,ROLE060,https://example.com/course/359
COURSE0360,Ethical Hacking Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK180,ROLE060,https://example.com/course/360
COURSE0361,Penetration Testing Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK181,ROLE001,https://example.com/course/361
COURSE0362,Penetration Testing Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK181,ROLE001,https://example.com/course/362
COURSE0363,Network Security Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK182,ROLE002,https://example.com/course/363
COURSE0364,Network Security Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK182,ROLE002,https://example.com/course/364
COURSE0365,Cryptography Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK183,ROLE003,https://example.com/course/365
COURSE0366,Cryptography Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK183,ROLE003,https://example.com/course/366
COURSE0367,Firewalls Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK184,ROLE004,https://example.com/course/367
COURSE0368,Firewalls Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK184,ROLE004,https://example.com/course/368
COURSE0369,SIEM Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK185,ROLE005,https://example.com/course/369
COURSE0370,SIEM Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK185,ROLE005,https://example.com/course/370
COURSE0371,SOC Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK186,ROLE006,https://example.com/course/371
COURSE0372,SOC Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK186,ROLE006,https://example.com/course/372
COURSE0373,Burp Suite Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK187,ROLE007,https://example.com/course/373
COURSE0374,Burp Suite Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK187,ROLE007,https://example.com/course/374
COURSE0375,Metasploit Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK188,ROLE008,https://example.com/course/375
COURSE0376,Metasploit Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK188,ROLE008,https://example.com/course/376
COURSE0377,Nmap Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK189,ROLE009,https://example.com/course/377
COURSE0378,Nmap Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK189,ROLE009,https://example.com/course/378
COURSE0379,Wireshark Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK190,ROLE010,https://example.com/course/379
COURSE0380,Wireshark Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK190,ROLE010,https://example.com/course/380
COURSE0381,OWASP Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK191,ROLE011,https://example.com/course/381
COURSE0382,OWASP Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK191,ROLE011,https://example.com/course/382
COURSE0383,Linux Security Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK192,ROLE012,https://example.com/course/383
COURSE0384,Linux Security Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK192,ROLE012,https://example.com/course/384
COURSE0385,IAM Security Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK193,ROLE013,https://example.com/course/385
COURSE0386,IAM Security Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK193,ROLE013,https://example.com/course/386
COURSE0387,Zero Trust Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK194,ROLE014,https://example.com/course/387
COURSE0388,Zero Trust Advanced,NPTEL,Meta,Intermediate,40,English,Yes,Paid,4.5,SK194,ROLE014,https://example.com/course/388
COURSE0389,Incident Response Fundamentals,NPTEL,Meta,Beginner,20,English,Yes,Free,4.5,SK195,ROLE015,https://example.com/course/389
COURSE0390,Incident Response Advanced,YouTube,Microsoft,Intermediate,40,English,Yes,Paid,4.5,SK195,ROLE015,https://example.com/course/390
COURSE0391,Malware Analysis Fundamentals,YouTube,Microsoft,Beginner,20,English,Yes,Free,4.5,SK196,ROLE016,https://example.com/course/391
COURSE0392,Malware Analysis Advanced,freeCodeCamp,DeepLearning.AI,Intermediate,40,English,Yes,Paid,4.5,SK196,ROLE016,https://example.com/course/392
COURSE0393,Digital Forensics Fundamentals,freeCodeCamp,DeepLearning.AI,Beginner,20,English,Yes,Free,4.5,SK197,ROLE017,https://example.com/course/393
COURSE0394,Digital Forensics Advanced,Google,NPTEL,Intermediate,40,English,Yes,Paid,4.5,SK197,ROLE017,https://example.com/course/394
COURSE0395,Threat Hunting Fundamentals,Google,NPTEL,Beginner,20,English,Yes,Free,4.5,SK198,ROLE018,https://example.com/course/395
COURSE0396,Threat Hunting Advanced,Coursera,Google,Intermediate,40,English,Yes,Paid,4.5,SK198,ROLE018,https://example.com/course/396
COURSE0397,Security Auditing Fundamentals,Coursera,Google,Beginner,20,English,Yes,Free,4.5,SK199,ROLE019,https://example.com/course/397
COURSE0398,Security Auditing Advanced,Udemy,IBM,Intermediate,40,English,Yes,Paid,4.5,SK199,ROLE019,https://example.com/course/398
COURSE0399,Risk Assessment Fundamentals,Udemy,IBM,Beginner,20,English,Yes,Free,4.5,SK200,ROLE020,https://example.com/course/399
