roadmap_id,role_id,roadmap_type,week_number,day_range,topic,skill_id,course_id,project_id,milestone,estimated_hours
RM0214,ROLE009,90-Day,10,Day 64-70,Learning Module 10,SK091,COURSE0091,PROJ0091,Complete Week 10 objectives,10
RM0215,ROLE009,90-Day,11,Day 71-77,Learning Module 11,SK100,COURSE0100,PROJ0100,Complete Week 11 objectives,10
RM0216,ROLE009,90-Day,12,Day 78-84,Learning Module 12,SK109,COURSE0109,PROJ0109,Complete Week 12 objectives,10
RM0217,ROLE010,30-Day,1,Day 1-7,Learning Module 1,SK011,COURSE0011,PROJ0011,Complete Week 1 objectives,20
RM0218,ROLE010,30-Day,2,Day 8-14,Learning Module 2,SK021,COURSE0021,PROJ0021,Complete Week 2 objectives,20
RM0219,ROLE010,30-Day,3,Day 15-21,Learning Module 3,SK031,COURSE0031,PROJ0031,Complete Week 3 objectives,20
RM0220,ROLE010,30-Day,4,Day 22-28,Learning Module 4,SK041,COURSE0041,PROJ0041,Complete Week 4 objectives,20
RM0221,ROLE010,60-Day,1,Day 1-7,Learning Module 1,SK011,COURSE0011,PROJ0011,Complete Week 1 objectives,15
RM0222,ROLE010,60-Day,2,Day 8-14,Learning Module 2,SK021,COURSE0021,PROJ0021,Complete Week 2 objectives,15
RM0223,ROLE010,60-Day,3,Day 15-21,Learning Module 3,SK031,COURSE0031,PROJ0031,Complete Week 3 objectives,15
RM0224,ROLE010,60-Day,4,Day 22-28,Learning Module 4,SK041,COURSE0041,PROJ0041,Complete Week 4 objectives,15
RM0225,ROLE010,60-Day,5,Day 29-35,Learning Module 5,SK051,COURSE0051,PROJ0051,Complete Week 5 objectives,15
RM0226,ROLE010,60-Day,6,Day 36-42,Learning Module 6,SK061,COURSE0061,PROJ0061,Complete Week 6 objectives,15
RM0227,ROLE010,60-Day,7,Day 43-49,Learning Module 7,SK071,COURSE0071,PROJ0071,Complete Week 7 objectives,15
RM0228,ROLE010,60-Day,8,Day 50-56,Learning Module 8,SK081,COURSE0081,PROJ0081,Complete Week 8 objectives,15
RM0229,ROLE010,90-Day,1,Day 1-7,Learning Module 1,SK011,COURSE0011,PROJ0011,Complete Week 1 objectives,10
RM0230,ROLE010,90-Day,2,Day 8-14,Learning Module 2,SK021,COURSE0021,PROJ0021,Complete Week 2 objectives,10
RM0231,ROLE010,90-Day,3,Day 15-21,Learning Module 3,SK031,COURSE0031,PROJ0031,Complete Week 3 objectives,10
RM0232,ROLE010,90-Day,4,Day 22-28,Learning Module 4,SK041,COURSE0041,PROJ0041,Complete Week 4 objectives,10
RM0233,ROLE010,90-Day,5,Day 29-35,Learning Module 5,SK051,COURSE0051,PROJ0051,Complete Week 5 objectives,10
RM0234,ROLE010,90-Day,6,Day 36-42,Learning Module 6,SK061,COURSE0061,PROJ0061,Complete Week 6 objectives,10
RM0235,ROLE010,90-Day,7,Day 43-49,Learning Module 7,SK071,COURSE0071,PROJ0071,Complete Week 7 objectives,10
RM0236,ROLE010,90-Day,8,Day 50-56,Learning Module 8,SK081,COURSE0081,PROJ0081,Complete Week 8 objectives,10
RM0237,ROLE010,90-Day,9,Day 57-63,Learning Module 9,SK091,COURSE0091,PROJ0091,Complete Week 9 objectives,10
RM0238,ROLE010,90-Day,10,Day 64-70,Learning Module 10,SK101,COURSE0101,PROJ0101,Complete Week 10 objectives,10
RM0239,ROLE010,90-Day,11,Day 71-77,Learning Module 11,SK111,COURSE0111,PROJ0111,Complete Week 11 objectives,10
RM0240,ROLE010,90-Day,12,Day 78-84,Learning Module 12,SK121,COURSE0121,PROJ0121,Complete Week 12 objectives,10
RM0241,ROLE011,30-Day,1,Day 1-7,Learning Module 1,SK012,COURSE0012,PROJ0012,Complete Week 1 objectives,20
RM0242,ROLE011,30-Day,2,Day 8-14,Learning Module 2,SK023,COURSE0023,PROJ0023,Complete Week 2 objectives,20
RM0243,ROLE011,30-Day,3,Day 15-21,Learning Module 3,SK034,COURSE0034,PROJ0034,Complete Week 3 objectives,20
RM0244,ROLE011,30-Day,4,Day 22-28,Learning Module 4,SK045,COURSE0045,PROJ0045,Complete Week 4 objectives,20
RM0245,ROLE011,60-Day,1,Day 1-7,Learning Module 1,SK012,COURSE0012,PROJ0012,Complete Week 1 objectives,15
RM0246,ROLE011,60-Day,2,Day 8-14,Learning Module 2,SK023,COURSE0023,PROJ0023,Complete Week 2 objectives,15
RM0247,ROLE011,60-Day,3,Day 15-21,Learning Module 3,SK034,COURSE0034,PROJ0034,Complete Week 3 objectives,15
RM0248,ROLE011,60-Day,4,Day 22-28,Learning Module 4,SK045,COURSE0045,PROJ0045,Complete Week 4 objectives,15
RM0249,ROLE011,60-Day,5,Day 29-35,Learning Module 5,SK056,COURSE0056,PROJ0056,Complete Week 5 objectives,15
RM0250,ROLE011,60-Day,6,Day 36-42,Learning Module 6,SK067,COURSE0067,PROJ0067,Complete Week 6 objectives,15
RM0251,ROLE011,60-Day,7,Day 43-49,Learning Module 7,SK078,COURSE0078,PROJ0078,Complete Week 7 objectives,15
RM0252,ROLE011,60-Day,8,Day 50-56,Learning Module 8,SK089,COURSE0089,PROJ0089,Complete Week 8 objectives,15
RM0253,ROLE011,90-Day,1,Day 1-7,Learning Module 1,SK012,COURSE0012,PROJ0012,Complete Week 1 objectives,10
RM0254,ROLE011,90-Day,2,Day 8-14,Learning Module 2,SK023,COURSE0023,PROJ0023,Complete Week 2 objectives,10
RM0255,ROLE011,90-Day,3,Day 15-21,Learning Module 3,SK034,COURSE0034,PROJ0034,Complete Week 3 objectives,10
RM0256,ROLE011,90-Day,4,Day 22-28,Learning Module 4,SK045,COURSE0045,PROJ0045,Complete Week 4 objectives,10
RM0257,ROLE011,90-Day,5,Day 29-35,Learning Module 5,SK056,COURSE0056,PROJ0056,Complete Week 5 objectives,10
RM0258,ROLE011,90-Day,6,Day 36-42,Learning Module 6,SK067,COURSE0067,PROJ0067,Complete Week 6 objectives,10
RM0259,ROLE011,90-Day,7,Day 43-49,Learning Module 7,SK078,COURSE0078,PROJ0078,Complete Week 7 objectives,10
RM0260,ROLE011,90-Day,8,Day 50-56,Learning Module 8,SK089,COURSE0089,PROJ0089,Complete Week 8 objectives,10
RM0261,ROLE011,90-Day,9,Day 57-63,Learning Module 9,SK100,COURSE0100,PROJ0100,Complete Week 9 objectives,10
RM0262,ROLE011,90-Day,10,Day 64-70,Learning Module 10,SK111,COURSE0111,PROJ0111,Complete Week 10 objectives,10
RM0263,ROLE011,90-Day,11,Day 71-77,Learning Module 11,SK122,COURSE0122,PROJ0122,Complete Week 11 objectives,10
RM0264,ROLE011,90-Day,12,Day 78-84,Learning Module 12,SK133,COURSE0133,PROJ0133,Complete Week 12 objectives,10
RM0265,ROLE012,30-Day,1,Day 1-7,Learning Module 1,SK013,COURSE0013,PROJ0013,Complete Week 1 objectives,20
RM0266,ROLE012,30-Day,2,Day 8-14,Learning Module 2,SK025,COURSE0025,PROJ0025,Complete Week 2 objectives,20
RM0267,ROLE012,30-Day,3,Day 15-21,Learning Module 3,SK037,COURSE0037,PROJ0037,Complete Week 3 objectives,20
RM0268,ROLE012,30-Day,4,Day 22-28,Learning Module 4,SK049,COURSE0049,PROJ0049,Complete Week 4 objectives,20
RM0269,ROLE012,60-Day,1,Day 1-7,Learning Module 1,SK013,COURSE0013,PROJ0013,Complete Week 1 objectives,15
RM0270,ROLE012,60-Day,2,Day 8-14,Learning Module 2,SK025,COURSE0025,PROJ0025,Complete Week 2 objectives,15
RM0271,ROLE012,60-Day,3,Day 15-21,Learning Module 3,SK037,COURSE0037,PROJ0037,Complete Week 3 objectives,15
RM0272,ROLE012,60-Day,4,Day 22-28,Learning Module 4,SK049,COURSE0049,PROJ0049,Complete Week 4 objectives,15
RM0273,ROLE012,60-Day,5,Day 29-35,Learning Module 5,SK061,COURSE0061,PROJ0061,Complete Week 5 objectives,15
RM0274,ROLE012,60-Day,6,Day 36-42,Learning Module 6,SK073,COURSE0073,PROJ0073,Complete Week 6 objectives,15
RM0275,ROLE012,60-Day,7,Day 43-49,Learning Module 7,SK085,COURSE0085,PROJ0085,Complete Week 7 objectives,15
RM0276,ROLE012,60-Day,8,Day 50-56,Learning Module 8,SK097,COURSE0097,PROJ0097,Complete Week 8 objectives,15
RM0277,ROLE012,90-Day,1,Day 1-7,Learning Module 1,SK013,COURSE0013,PROJ0013,Complete Week 1 objectives,10
RM0278,ROLE012,90-Day,2,Day 8-14,Learning Module 2,SK025,COURSE0025,PROJ0025,Complete Week 2 objectives,10
RM0279,ROLE012,90-Day,3,Day 15-21,Learning Module 3,SK037,COURSE0037,PROJ0037,Complete Week 3 objectives,10
RM0280,ROLE012,90-Day,4,Day 22-28,Learning Module 4,SK049,COURSE0049,PROJ0049,Complete Week 4 objectives,10
RM0281,ROLE012,90-Day,5,Day 29-35,Learning Module 5,SK061,COURSE0061,PROJ0061,Complete Week 5 objectives,10
RM0282,ROLE012,90-Day,6,Day 36-42,Learning Module 6,SK073,COURSE0073,PROJ0073,Complete Week 6 objectives,10
RM0283,ROLE012,90-Day,7,Day 43-49,Learning Module 7,SK085,COURSE0085,PROJ0085,Complete Week 7 objectives,10
RM0284,ROLE012,90-Day,8,Day 50-56,Learning Module 8,SK097,COURSE0097,PROJ0097,Complete Week 8 objectives,10
RM0285,ROLE012,90-Day,9,Day 57-63,Learning Module 9,SK109,COURSE0109,PROJ0109,Complete Week 9 objectives,10
RM0286,ROLE012,90-Day,10,Day 64-70,Learning Module 10,SK121,COURSE0121,PROJ0121,Complete Week 10 objectives,10
RM0287,ROLE012,90-Day,11,Day 71-77,Learning Module 11,SK133,COURSE0133,PROJ0133,Complete Week 11 objectives,10
RM0288,ROLE012,90-Day,12,Day 78-84,Learning Module 12,SK145,COURSE0145,PROJ0145,Complete Week 12 objectives,10
RM0289,ROLE013,30-Day,1,Day 1-7,Learning Module 1,SK014,COURSE0014,PROJ0014,Complete Week 1 objectives,20
RM0290,ROLE013,30-Day,2,Day 8-14,Learning Module 2,SK027,COURSE0027,PROJ0027,Complete Week 2 objectives,20
RM0291,ROLE013,30-Day,3,Day 15-21,Learning Module 3,SK040,COURSE0040,PROJ0040,Complete Week 3 objectives,20
RM0292,ROLE013,30-Day,4,Day 22-28,Learning Module 4,SK053,COURSE0053,PROJ0053,Complete Week 4 objectives,20
RM0293,ROLE013,60-Day,1,Day 1-7,Learning Module 1,SK014,COURSE0014,PROJ0014,Complete Week 1 objectives,15
RM0294,ROLE013,60-Day,2,Day 8-14,Learning Module 2,SK027,COURSE0027,PROJ0027,Complete Week 2 objectives,15
RM0295,ROLE013,60-Day,3,Day 15-21,Learning Module 3,SK040,COURSE0040,PROJ0040,Complete Week 3 objectives,15
RM0296,ROLE013,60-Day,4,Day 22-28,Learning Module 4,SK053,COURSE0053,PROJ0053,Complete Week 4 objectives,15
RM0297,ROLE013,60-Day,5,Day 29-35,Learning Module 5,SK066,COURSE0066,PROJ0066,Complete Week 5 objectives,15
RM0298,ROLE013,60-Day,6,Day 36-42,Learning Module 6,SK079,COURSE0079,PROJ0079,Complete Week 6 objectives,15
RM0299,ROLE013,60-Day,7,Day 43-49,Learning Module 7,SK092,COURSE0092,PROJ0092,Complete Week 7 objectives,15
RM0300,ROLE013,60-Day,8,Day 50-56,Learning Module 8,SK105,COURSE0105,PROJ0105,Complete Week 8 objectives,15
RM0301,ROLE013,90-Day,1,Day 1-7,Learning Module 1,SK014,COURSE0014,PROJ0014,Complete Week 1 objectives,10
RM0302,ROLE013,90-Day,2,Day 8-14,Learning Module 2,SK027,COURSE0027,PROJ0027,Complete Week 2 objectives,10
RM0303,ROLE013,90-Day,3,Day 15-21,Learning Module 3,SK040,COURSE0040,PROJ0040,Complete Week 3 objectives,10
RM0304,ROLE013,90-Day,4,Day 22-28,Learning Module 4,SK053,COURSE0053,PROJ0053,Complete Week 4 objectives,10
RM0305,ROLE013,90-Day,5,Day 29-35,Learning Module 5,SK066,COURSE0066,PROJ0066,Complete Week 5 objectives,10
RM0306,ROLE013,90-Day,6,Day 36-42,Learning Module 6,SK079,COURSE0079,PROJ0079,Complete Week 6 objectives,10
RM0307,ROLE013,90-Day,7,Day 43-49,Learning Module 7,SK092,COURSE0092,PROJ0092,Complete Week 7 objectives,10
RM0308,ROLE013,90-Day,8,Day 50-56,Learning Module 8,SK105,COURSE0105,PROJ0105,Complete Week 8 objectives,10
RM0309,ROLE013,90-Day,9,Day 57-63,Learning Module 9,SK118,COURSE0118,PROJ0118,Complete Week 9 objectives,10
RM0310,ROLE013,90-Day,10,Day 64-70,Learning Module 10,SK131,COURSE0131,PROJ0131,Complete Week 10 objectives,10
RM0311,ROLE013,90-Day,11,Day 71-77,Learning Module 11,SK144,COURSE0144,PROJ0144,Complete Week 11 objectives,10
RM0312,ROLE013,90-Day,12,Day 78-84,Learning Module 12,SK157,COURSE0157,PROJ0157,Complete Week 12 objectives,10
RM0313,ROLE014,30-Day,1,Day 1-7,Learning Module 1,SK015,COURSE0015,PROJ0015,Complete Week 1 objectives,20
RM0314,ROLE014,30-Day,2,Day 8-14,Learning Module 2,SK029,COURSE0029,PROJ0029,Complete Week 2 objectives,20
RM0315,ROLE014,30-Day,3,Day 15-21,Learning Module 3,SK043,COURSE0043,PROJ0043,Complete Week 3 objectives,20
RM0316,ROLE014,30-Day,4,Day 22-28,Learning Module 4,SK057,COURSE0057,PROJ0057,Complete Week 4 objectives,20
RM0317,ROLE014,60-Day,1,Day 1-7,Learning Module 1,SK015,COURSE0015,PROJ0015,Complete Week 1 objectives,15
RM0318,ROLE014,60-Day,2,Day 8-14,Learning Module 2,SK029,COURSE0029,PROJ0029,Complete Week 2 objectives,15
RM0319,ROLE014,60-Day,3,Day 15-21,Learning Module 3,SK043,COURSE0043,PROJ0043,Complete Week 3 objectives,15
RM0320,ROLE014,60-Day,4,Day 22-28,Learning Module 4,SK057,COURSE0057,PROJ0057,Complete Week 4 objectives,15
RM0321,ROLE014,60-Day,5,Day 29-35,Learning Module 5,SK071,COURSE0071,PROJ0071,Complete Week 5 objectives,15
RM0322,ROLE014,60-Day,6,Day 36-42,Learning Module 6,SK085,COURSE0085,PROJ0085,Complete Week 6 objectives,15
RM0323,ROLE014,60-Day,7,Day 43-49,Learning Module 7,SK099,COURSE0099,PROJ0099,Complete Week 7 objectives,15
RM0324,ROLE014,60-Day,8,Day 50-56,Learning Module 8,SK113,COURSE0113,PROJ0113,Complete Week 8 objectives,15
RM0325,ROLE014,90-Day,1,Day 1-7,Learning Module 1,SK015,COURSE0015,PROJ0015,Complete Week 1 objectives,10
RM0326,ROLE014,90-Day,2,Day 8-14,Learning Module 2,SK029,COURSE0029,PROJ0029,Complete Week 2 objectives,10
RM0327,ROLE014,90-Day,3,Day 15-21,Learning Module 3,SK043,COURSE0043,PROJ0043,Complete Week 3 objectives,10
RM0328,ROLE014,90-Day,4,Day 22-28,Learning Module 4,SK057,COURSE0057,PROJ0057,Complete Week 4 objectives,10
RM0329,ROLE014,90-Day,5,Day 29-35,Learning Module 5,SK071,COURSE0071,PROJ0071,Complete Week 5 objectives,10
RM0330,ROLE014,90-Day,6,Day 36-42,Learning Module 6,SK085,COURSE0085,PROJ0085,Complete Week 6 objectives,10
RM0331,ROLE014,90-Day,7,Day 43-49,Learning Module 7,SK099,COURSE0099,PROJ0099,Complete Week 7 objectives,10
RM0332,ROLE014,90-Day,8,Day 50-56,Learning Module 8,SK113,COURSE0113,PROJ0113,Complete Week 8 objectives,10
RM0333,ROLE014,90-Day,9,Day 57-63,Learning Module 9,SK127,COURSE0127,PROJ0127,Complete Week 9 objectives,10
RM0334,ROLE014,90-Day,10,Day 64-70,Learning Module 10,SK141,COURSE0141,PROJ0141,Complete Week 10 objectives,10
RM0335,ROLE014,90-Day,11,Day 71-77,Learning Module 11,SK155,COURSE0155,PROJ0155,Complete Week 11 objectives,10
RM0336,ROLE014,90-Day,12,Day 78-84,Learning Module 12,SK169,COURSE0169,PROJ0169,Complete Week 12 objectives,10
RM0337,ROLE015,30-Day,1,Day 1-7,Learning Module 1,SK016,COURSE0016,PROJ0016,Complete Week 1 objectives,20
RM0338,ROLE015,30-Day,2,Day 8-14,Learning Module 2,SK031,COURSE0031,PROJ0031,Complete Week 2 objectives,20
RM0339,ROLE015,30-Day,3,Day 15-21,Learning Module 3,SK046,COURSE0046,PROJ0046,Complete Week 3 objectives,20
RM0340,ROLE015,30-Day,4,Day 22-28,Learning Module 4,SK061,COURSE0061,PROJ0061,Complete Week 4 objectives,20
RM0341,ROLE015,60-Day,1,Day 1-7,Learning Module 1,SK016,COURSE0016,PROJ0016,Complete Week 1 objectives,15
RM0342,ROLE015,60-Day,2,Day 8-14,Learning Module 2,SK031,COURSE0031,PROJ0031,Complete Week 2 objectives,15
RM0343,ROLE015,60-Day,3,Day 15-21,Learning Module 3,SK046,COURSE0046,PROJ0046,Complete Week 3 objectives,15
RM0344,ROLE015,60-Day,4,Day 22-28,Learning Module 4,SK061,COURSE0061,PROJ0061,Complete Week 4 objectives,15
RM0345,ROLE015,60-Day,5,Day 29-35,Learning Module 5,SK076,COURSE0076,PROJ0076,Complete Week 5 objectives,15
RM0346,ROLE015,60-Day,6,Day 36-42,Learning Module 6,SK091,COURSE0091,PROJ0091,Complete Week 6 objectives,15
RM0347,ROLE015,60-Day,7,Day 43-49,Learning Module 7,SK106,COURSE0106,PROJ0106,Complete Week 7 objectives,15
RM0348,ROLE015,60-Day,8,Day 50-56,Learning Module 8,SK121,COURSE0121,PROJ0121,Complete Week 8 objectives,15
RM0349,ROLE015,90-Day,1,Day 1-7,Learning Module 1,SK016,COURSE0016,PROJ0016,Complete Week 1 objectives,10
RM0350,ROLE015,90-Day,2,Day 8-14,Learning Module 2,SK031,COURSE0031,PROJ0031,Complete Week 2 objectives,10
RM0351,ROLE015,90-Day,3,Day 15-21,Learning Module 3,SK046,COURSE0046,PROJ0046,Complete Week 3 objectives,10
RM0352,ROLE015,90-Day,4,Day 22-28,Learning Module 4,SK061,COURSE0061,PROJ0061,Complete Week 4 objectives,10
RM0353,ROLE015,90-Day,5,Day 29-35,Learning Module 5,SK076,COURSE0076,PROJ0076,Complete Week 5 objectives,10
RM0354,ROLE015,90-Day,6,Day 36-42,Learning Module 6,SK091,COURSE0091,PROJ0091,Complete Week 6 objectives,10
RM0355,ROLE015,90-Day,7,Day 43-49,Learning Module 7,SK106,COURSE0106,PROJ0106,Complete Week 7 objectives,10
RM0356,ROLE015,90-Day,8,Day 50-56,Learning Module 8,SK121,COURSE0121,PROJ0121,Complete Week 8 objectives,10
RM0357,ROLE015,90-Day,9,Day 57-63,Learning Module 9,SK136,COURSE0136,PROJ0136,Complete Week 9 objectives,10
RM0358,ROLE015,90-Day,10,Day 64-70,Learning Module 10,SK151,COURSE0151,PROJ0151,Complete Week 10 objectives,10
RM0359,ROLE015,90-Day,11,Day 71-77,Learning Module 11,SK166,COURSE0166,PROJ0166,Complete Week 11 objectives,10
RM0360,ROLE015,90-Day,12,Day 78-84,Learning Module 12,SK181,COURSE0181,PROJ0181,Complete Week 12 objectives,10
RM0361,ROLE016,30-Day,1,Day 1-7,Learning Module 1,SK017,COURSE0017,PROJ0017,Complete Week 1 objectives,20
RM0362,ROLE016,30-Day,2,Day 8-14,Learning Module 2,SK033,COURSE0033,PROJ0033,Complete Week 2 objectives,20
RM0363,ROLE016,30-Day,3,Day 15-21,Learning Module 3,SK049,COURSE0049,PROJ0049,Complete Week 3 objectives,20
RM0364,ROLE016,30-Day,4,Day 22-28,Learning Module 4,SK065,COURSE0065,PROJ0065,Complete Week 4 objectives,20
RM0365,ROLE016,60-Day,1,Day 1-7,Learning Module 1,SK017,COURSE0017,PROJ0017,Complete Week 1 objectives,15
RM0366,ROLE016,60-Day,2,Day 8-14,Learning Module 2,SK033,COURSE0033,PROJ0033,Complete Week 2 objectives,15
RM0367,ROLE016,60-Day,3,Day 15-21,Learning Module 3,SK049,COURSE0049,PROJ0049,Complete Week 3 objectives,15
RM0368,ROLE016,60-Day,4,Day 22-28,Learning Module 4,SK065,COURSE0065,PROJ0065,Complete Week 4 objectives,15
RM0369,ROLE016,60-Day,5,Day 29-35,Learning Module 5,SK081,COURSE0081,PROJ0081,Complete Week 5 objectives,15
RM0370,ROLE016,60-Day,6,Day 36-42,Learning Module 6,SK097,COURSE0097,PROJ0097,Complete Week 6 objectives,15
RM0371,ROLE016,60-Day,7,Day 43-49,Learning Module 7,SK113,COURSE0113,PROJ0113,Complete Week 7 objectives,15
RM0372,ROLE016,60-Day,8,Day 50-56,Learning Module 8,SK129,COURSE0129,PROJ0129,Complete Week 8 objectives,15
RM0373,ROLE016,90-Day,1,Day 1-7,Learning Module 1,SK017,COURSE0017,PROJ0017,Complete Week 1 objectives,10
RM0374,ROLE016,90-Day,2,Day 8-14,Learning Module 2,SK033,COURSE0033,PROJ0033,Complete Week 2 objectives,10
RM0375,ROLE016,90-Day,3,Day 15-21,Learning Module 3,SK049,COURSE0049,PROJ0049,Complete Week 3 objectives,10
RM0376,ROLE016,90-Day,4,Day 22-28,Learning Module 4,SK065,COURSE0065,PROJ0065,Complete Week 4 objectives,10
RM0377,ROLE016,90-Day,5,Day 29-35,Learning Module 5,SK081,COURSE0081,PROJ0081,Complete Week 5 objectives,10
RM0378,ROLE016,90-Day,6,Day 36-42,Learning Module 6,SK097,COURSE0097,PROJ0097,Complete Week 6 objectives,10
RM0379,ROLE016,90-Day,7,Day 43-49,Learning Module 7,SK113,COURSE0113,PROJ0113,Complete Week 7 objectives,10
RM0380,ROLE016,90-Day,8,Day 50-56,Learning Module 8,SK129,COURSE0129,PROJ0129,Complete Week 8 objectives,10
RM0381,ROLE016,90-Day,9,Day 57-63,Learning Module 9,SK145,COURSE0145,PROJ0145,Complete Week 9 objectives,10
RM0382,ROLE016,90-Day,10,Day 64-70,Learning Module 10,SK161,COURSE0161,PROJ0161,Complete Week 10 objectives,10
RM0383,ROLE016,90-Day,11,Day 71-77,Learning Module 11,SK177,COURSE0177,PROJ0177,Complete Week 11 objectives,10
RM0384,ROLE016,90-Day,12,Day 78-84,Learning Module 12,SK193,COURSE0193,PROJ0193,Complete Week 12 objectives,10
RM0385,ROLE017,30-Day,1,Day 1-7,Learning Module 1,SK018,COURSE0018,PROJ0018,Complete Week 1 objectives,20
RM0386,ROLE017,30-Day,2,Day 8-14,Learning Module 2,SK035,COURSE0035,PROJ0035,Complete Week 2 objectives,20
RM0387,ROLE017,30-Day,3,Day 15-21,Learning Module 3,SK052,COURSE0052,PROJ0052,Complete Week 3 objectives,20
RM0388,ROLE017,30-Day,4,Day 22-28,Learning Module 4,SK069,COURSE0069,PROJ0069,Complete Week 4 objectives,20
RM0389,ROLE017,60-Day,1,Day 1-7,Learning Module 1,SK018,COURSE0018,PROJ0018,Complete Week 1 objectives,15
RM0390,ROLE017,60-Day,2,Day 8-14,Learning Module 2,SK035,COURSE0035,PROJ0035,Complete Week 2 objectives,15
RM0391,ROLE017,60-Day,3,Day 15-21,Learning Module 3,SK052,COURSE0052,PROJ0052,Complete Week 3 objectives,15
RM0392,ROLE017,60-Day,4,Day 22-28,Learning Module 4,SK069,COURSE0069,PROJ0069,Complete Week 4 objectives,15
RM0393,ROLE017,60-Day,5,Day 29-35,Learning Module 5,SK086,COURSE0086,PROJ0086,Complete Week 5 objectives,15
RM0394,ROLE017,60-Day,6,Day 36-42,Learning Module 6,SK103,COURSE0103,PROJ0103,Complete Week 6 objectives,15
RM0395,ROLE017,60-Day,7,Day 43-49,Learning Module 7,SK120,COURSE0120,PROJ0120,Complete Week 7 objectives,15
RM0396,ROLE017,60-Day,8,Day 50-56,Learning Module 8,SK137,COURSE0137,PROJ0137,Complete Week 8 objectives,15
RM0397,ROLE017,90-Day,1,Day 1-7,Learning Module 1,SK018,COURSE0018,PROJ0018,Complete Week 1 objectives,10
RM0398,ROLE017,90-Day,2,Day 8-14,Learning Module 2,SK035,COURSE0035,PROJ0035,Complete Week 2 objectives,10
RM0399,ROLE017,90-Day,3,Day 15-21,Learning Module 3,SK052,COURSE0052,PROJ0052,Complete Week 3 objectives,10
RM0400,ROLE017,90-Day,4,Day 22-28,Learning Module 4,SK069,COURSE0069,PROJ0069,Complete Week 4 objectives,10
RM0401,ROLE017,90-Day,5,Day 29-35,Learning Module 5,SK086,COURSE0086,PROJ0086,Complete Week 5 objectives,10
RM0402,ROLE017,90-Day,6,Day 36-42,Learning Module 6,SK103,COURSE0103,PROJ0103,Complete Week 6 objectives,10
RM0403,ROLE017,90-Day,7,Day 43-49,Learning Module 7,SK120,COURSE0120,PROJ0120,Complete Week 7 objectives,10
RM0404,ROLE017,90-Day,8,Day 50-56,Learning Module 8,SK137,COURSE0137,PROJ0137,Complete Week 8 objectives,10
RM0405,ROLE017,90-Day,9,Day 57-63,Learning Module 9,SK154,COURSE0154,PROJ0154,Complete Week 9 objectives,10
RM0406,ROLE017,90-Day,10,Day 64-70,Learning Module 10,SK171,COURSE0171,PROJ0171,Complete Week 10 objectives,10
RM0407,ROLE017,90-Day,11,Day 71-77,Learning Module 11,SK188,COURSE0188,PROJ0188,Complete Week 11 objectives,10
RM0408,ROLE017,90-Day,12,Day 78-84,Learning Module 12,SK205,COURSE0205,PROJ0205,Complete Week 12 objectives,10
RM0409,ROLE018,30-Day,1,Day 1-7,Learning Module 1,SK019,COURSE0019,PROJ0019,Complete Week 1 objectives,20
RM0410,ROLE018,30-Day,2,Day 8-14,Learning Module 2,SK037,COURSE0037,PROJ0037,Complete Week 2 objectives,20
RM0411,ROLE018,30-Day,3,Day 15-21,Learning Module 3,SK055,COURSE0055,PROJ0055,Complete Week 3 objectives,20
RM0412,ROLE018,30-Day,4,Day 22-28,Learning Module 4,SK073,COURSE0073,PROJ0073,Complete Week 4 objectives,20
RM0413,ROLE018,60-Day,1,Day 1-7,Learning Module 1,SK019,COURSE0019,PROJ0019,Complete Week 1 objectives,15
RM0414,ROLE018,60-Day,2,Day 8-14,Learning Module 2,SK037,COURSE0037,PROJ0037,Complete Week 2 objectives,15
RM0415,ROLE018,60-Day,3,Day 15-21,Learning Module 3,SK055,COURSE0055,PROJ0055,Complete Week 3 objectives,15
RM0416,ROLE018,60-Day,4,Day 22-28,Learning Module 4,SK073,COURSE0073,PROJ0073,Complete Week 4 objectives,15
RM0417,ROLE018,60-Day,5,Day 29-35,Learning Module 5,SK091,COURSE0091,PROJ0091,Complete Week 5 objectives,15
RM0418,ROLE018,60-Day,6,Day 36-42,Learning Module 6,SK109,COURSE0109,PROJ0109,Complete Week 6 objectives,15
RM0419,ROLE018,60-Day,7,Day 43-49,Learning Module 7,SK127,COURSE0127,PROJ0127,Complete Week 7 objectives,15
RM0420,ROLE018,60-Day,8,Day 50-56,Learning Module 8,SK145,COURSE0145,PROJ0145,Complete Week 8 objectives,15
RM0421,ROLE018,90-Day,1,Day 1-7,Learning Module 1,SK019,COURSE0019,PROJ0019,Complete Week 1 objectives,10
RM0422,ROLE018,90-Day,2,Day 8-14,Learning Module 2,SK037,COURSE0037,PROJ0037,Complete Week 2 objectives,10
RM0423,ROLE018,90-Day,3,Day 15-21,Learning Module 3,SK055,COURSE0055,PROJ0055,Complete Week 3 objectives,10
RM0424,ROLE018,90-Day,4,Day 22-28,Learning Module 4,SK073,COURSE0073,PROJ0073,Complete Week 4 objectives,10
RM0425,ROLE018,90-Day,5,Day 29-35,Learning Module 5,SK091,COURSE0091,PROJ0091,Complete Week 5 objectives,10
RM0426,ROLE018,90-Day,6,Day 36-42,Learning Module 6,SK109,COURSE0109,PROJ0109,Complete Week 6 objectives,10
RM0427,ROLE018,90-Day,7,Day 43-49,Learning Module 7,SK127,COURSE0127,PROJ0127,Complete Week 7 objectives,10
