student_id,branch,year,cgpa,current_skills,skill_level,certifications,dream_role,available_hours_per_week,learning_mode,career_goal
STU200,Electrical,4th,9.03,"Circuit Design, Power Systems, MATLAB, PLC Programming",Beginner,None,Power Systems Engineer,14,Offline,Government Job
STU201,Information Technology,3rd,6.74,"JavaScript, React, Node.js, Python",Advanced,AWS Cloud Practitioner,Full Stack Developer,10,Offline,Startup
STU202,Chemical,4th,6.09,"MATLAB, Safety Management, Excel, Process Simulation",Intermediate,Cisco CCNA,Process Engineer,12,Offline,Higher Studies
STU203,Electronics & Communication,3rd,7.25,"Embedded C, C++, Verilog, C",Intermediate,AWS Cloud Practitioner,Embedded Systems Engineer,9,Offline,Startup
STU204,Electronics & Communication,4th,9.28,"Verilog, C, C++, MATLAB, Embedded C",Intermediate,NPTEL Python,VLSI Engineer,14,Offline,Higher Studies
STU205,Information Technology,4th,8.97,"Python, Node.js, Git, React, SQL",Advanced,Cisco CCNA,Software Developer,9,Offline,Startup
STU206,Chemical,1st,9.52,"Safety Management, Excel",Beginner,None,Production Engineer,10,Hybrid,Government Job
STU207,Chemical,3rd,8.47,"Excel, Safety Management, MATLAB, Process Simulation",Beginner,Google Data Analytics,Production Engineer,11,Hybrid,Government Job
STU208,Chemical,2nd,9.22,"MATLAB, Process Simulation, Excel",Intermediate,Cisco CCNA,Production Engineer,16,Hybrid,Startup
STU209,Electrical,1st,7.07,"MATLAB, PLC Programming",Beginner,None,Power Systems Engineer,13,Offline,Higher Studies
STU210,Electronics & Communication,2nd,7.23,"Verilog, C, C++",Advanced,None,IoT Developer,20,Online,Government Job
STU211,Electrical,2nd,9.71,"PLC Programming, Power Systems, MATLAB",Intermediate,NPTEL Python,Power Systems Engineer,9,Online,Startup
STU212,Computer Science,3rd,7.99,"Python, Machine Learning, SQL, Data Structures",Intermediate,NPTEL Python,ML Engineer,12,Hybrid,Placement
STU213,Electronics & Communication,4th,9.26,"C++, Verilog, Embedded C, MATLAB, C",Beginner,None,IoT Developer,15,Offline,Startup
STU214,Mechanical,2nd,7.48,"MATLAB, AutoCAD, ANSYS",Intermediate,Google Data Analytics,Automotive Engineer,5,Hybrid,Placement
STU215,Mechanical,1st,6.12,"AutoCAD, SolidWorks",Intermediate,AWS Cloud Practitioner,Automotive Engineer,15,Online,Higher Studies
STU216,Computer Science,4th,9.33,"React, Data Structures, Machine Learning, Python, Algorithms",Beginner,NPTEL Python,Software Developer,20,Online,Startup
STU217,Mechanical,3rd,8.39,"MATLAB, AutoCAD, SolidWorks, ANSYS",Intermediate,AWS Cloud Practitioner,Robotics Engineer,12,Online,Placement
STU218,Mechanical,4th,8.3,"SolidWorks, AutoCAD, MATLAB, ANSYS",Beginner,Google Data Analytics,Automotive Engineer,14,Online,Startup
STU219,Electronics & Communication,2nd,9.05,"MATLAB, C, C++",Intermediate,Cisco CCNA,IoT Developer,6,Hybrid,Startup
STU220,Electronics & Communication,1st,9.2,"Embedded C, MATLAB",Advanced,NPTEL Python,IoT Developer,6,Online,Government Job
STU221,Civil,1st,6.23,"AutoCAD, Surveying",Beginner,None,Civil Site Engineer,12,Online,Startup
STU222,Information Technology,1st,6.15,"JavaScript, Python",Advanced,Cisco CCNA,Cloud Engineer,13,Online,Placement
STU223,Civil,3rd,6.63,"AutoCAD, STAAD Pro, Excel, Surveying",Intermediate,None,Civil Site Engineer,10,Online,Higher Studies
STU224,Chemical,2nd,7.28,"Process Simulation, MATLAB, Safety Management",Advanced,Google Data Analytics,Process Engineer,12,Hybrid,Higher Studies
STU225,Chemical,2nd,9.16,"MATLAB, Process Simulation, Safety Management",Beginner,Cisco CCNA,Process Engineer,16,Offline,Startup
STU226,Electrical,4th,8.78,"Circuit Design, Power Systems, MATLAB, PLC Programming",Intermediate,Cisco CCNA,Power Systems Engineer,12,Offline,Startup
STU227,Chemical,3rd,9.21,"Process Simulation, MATLAB, Excel, Safety Management",Intermediate,AWS Cloud Practitioner,Production Engineer,20,Offline,Government Job
STU228,Chemical,3rd,6.94,"Safety Management, MATLAB, Process Simulation, Excel",Beginner,None,Production Engineer,6,Hybrid,Higher Studies
STU229,Electronics & Communication,4th,7.94,"Verilog, C++, MATLAB, Embedded C, C",Beginner,AWS Cloud Practitioner,IoT Developer,9,Hybrid,Government Job
STU230,Chemical,2nd,9.55,"Safety Management, MATLAB, Excel",Beginner,Google Data Analytics,Process Engineer,19,Hybrid,Startup
STU231,Computer Science,2nd,9.07,"Java, Python, SQL",Advanced,AWS Cloud Practitioner,ML Engineer,17,Hybrid,Placement
STU232,Electronics & Communication,4th,6.62,"C, Verilog, Embedded C, MATLAB, C++",Advanced,NPTEL Python,Embedded Systems Engineer,19,Offline,Higher Studies
STU233,Chemical,1st,6.14,"MATLAB, Process Simulation",Intermediate,None,Production Engineer,6,Hybrid,Government Job
STU234,Chemical,2nd,8.86,"Process Simulation, MATLAB, Excel",Advanced,AWS Cloud Practitioner,Production Engineer,14,Hybrid,Higher Studies
STU235,Electronics & Communication,3rd,6.56,"C, Embedded C, MATLAB, C++",Intermediate,AWS Cloud Practitioner,IoT Developer,13,Hybrid,Higher Studies
STU236,Information Technology,2nd,7.65,"React, Git, Node.js",Beginner,Cisco CCNA,Software Developer,20,Hybrid,Government Job
STU237,Chemical,1st,8.79,"MATLAB, Process Simulation",Intermediate,AWS Cloud Practitioner,Process Engineer,9,Online,Government Job
STU238,Chemical,4th,7.65,"MATLAB, Safety Management, Excel, Process Simulation",Advanced,Google Data Analytics,Process Engineer,5,Online,Government Job
STU239,Electrical,3rd,9.51,"Circuit Design, PLC Programming, MATLAB, Power Systems",Intermediate,AWS Cloud Practitioner,Power Systems Engineer,8,Online,Higher Studies
STU240,Chemical,1st,7.4,"Excel, Process Simulation",Beginner,None,Process Engineer,20,Online,Higher Studies
STU241,Mechanical,1st,9.45,"AutoCAD, SolidWorks",Beginner,NPTEL Python,Robotics Engineer,10,Hybrid,Placement
STU242,Electronics & Communication,4th,9.25,"C++, Embedded C, MATLAB, Verilog, C",Intermediate,Cisco CCNA,VLSI Engineer,12,Online,Placement
STU243,Civil,3rd,7.71,"Excel, AutoCAD, Surveying, STAAD Pro",Intermediate,NPTEL Python,Structural Engineer,9,Hybrid,Higher Studies
STU244,Civil,1st,7.1,"Excel, AutoCAD",Advanced,None,Structural Engineer,6,Hybrid,Startup
STU245,Chemical,4th,9.53,"Safety Management, Excel, MATLAB, Process Simulation",Intermediate,Google Data Analytics,Process Engineer,10,Hybrid,Startup
STU246,Mechanical,1st,6.48,"MATLAB, SolidWorks",Advanced,AWS Cloud Practitioner,Robotics Engineer,16,Online,Higher Studies
STU247,Civil,1st,8.97,"Excel, AutoCAD",Beginner,None,Structural Engineer,9,Online,Higher Studies
STU248,Mechanical,4th,9.3,"ANSYS, AutoCAD, SolidWorks, MATLAB",Intermediate,NPTEL Python,Robotics Engineer,9,Offline,Startup
STU249,Electrical,3rd,8.53,"Power Systems, Circuit Design, PLC Programming, MATLAB",Intermediate,NPTEL Python,Electrical Engineer,18,Online,Government Job
STU250,Electrical,4th,7.32,"Circuit Design, MATLAB, Power Systems, PLC Programming",Advanced,AWS Cloud Practitioner,Power Systems Engineer,17,Hybrid,Government Job
STU251,Mechanical,2nd,7.07,"AutoCAD, MATLAB, SolidWorks",Beginner,AWS Cloud Practitioner,Automotive Engineer,13,Hybrid,Startup
STU252,Chemical,4th,7.86,"Safety Management, Process Simulation, Excel, MATLAB",Beginner,None,Process Engineer,14,Offline,Startup
STU253,Mechanical,3rd,6.29,"ANSYS, MATLAB, AutoCAD, SolidWorks",Advanced,AWS Cloud Practitioner,Mechanical Design Engineer,11,Online,Startup
STU254,Information Technology,3rd,9.24,"Git, Python, Node.js, JavaScript",Advanced,Cisco CCNA,Cloud Engineer,13,Hybrid,Placement
STU255,Chemical,1st,9.24,"Excel, Safety Management",Beginner,NPTEL Python,Production Engineer,5,Hybrid,Government Job
STU256,Electronics & Communication,1st,8.36,"C, Embedded C",Advanced,AWS Cloud Practitioner,Embedded Systems Engineer,11,Online,Startup
STU257,Electronics & Communication,3rd,8.14,"C, Verilog, MATLAB, C++",Advanced,AWS Cloud Practitioner,VLSI Engineer,18,Online,Placement
STU258,Electronics & Communication,1st,8.16,"MATLAB, Embedded C",Beginner,NPTEL Python,Embedded Systems Engineer,12,Online,Higher Studies
STU259,Electrical,3rd,8.53,"Power Systems, MATLAB, Circuit Design, PLC Programming",Advanced,None,Electrical Engineer,20,Online,Startup
STU260,Computer Science,3rd,7.23,"Data Structures, React, Algorithms, Machine Learning",Beginner,Google Data Analytics,Software Developer,13,Offline,Government Job
STU261,Computer Science,2nd,9.05,"React, SQL, Machine Learning",Advanced,AWS Cloud Practitioner,Software Developer,12,Hybrid,Startup
STU262,Chemical,4th,9.44,"Safety Management, MATLAB, Excel, Process Simulation",Beginner,Google Data Analytics,Process Engineer,8,Online,Government Job
STU263,Civil,1st,9.53,"Surveying, AutoCAD",Beginner,Cisco CCNA,Civil Site Engineer,12,Hybrid,Startup
STU264,Computer Science,3rd,7.15,"Java, Algorithms, Python, React",Beginner,Cisco CCNA,Software Developer,7,Hybrid,Higher Studies
STU265,Electrical,2nd,6.41,"PLC Programming, MATLAB, Power Systems",Beginner,NPTEL Python,Power Systems Engineer,9,Offline,Higher Studies
STU266,Civil,1st,9.63,"AutoCAD, Surveying",Intermediate,Cisco CCNA,Civil Site Engineer,16,Online,Placement
STU267,Civil,1st,7.48,"STAAD Pro, Surveying",Beginner,Google Data Analytics,Structural Engineer,14,Online,Placement
STU268,Mechanical,3rd,9.46,"AutoCAD, ANSYS, MATLAB, SolidWorks",Intermediate,Google Data Analytics,Automotive Engineer,14,Offline,Higher Studies
STU269,Chemical,4th,6.91,"MATLAB, Process Simulation, Safety Management, Excel",Intermediate,Cisco CCNA,Process Engineer,11,Offline,Government Job
STU270,Electronics & Communication,2nd,7.6,"C, C++, MATLAB",Intermediate,Google Data Analytics,IoT Developer,12,Hybrid,Government Job
STU271,Information Technology,4th,8.49,"Git, SQL, JavaScript, React, Node.js",Intermediate,None,Software Developer,7,Hybrid,Higher Studies
STU272,Mechanical,1st,8.55,"ANSYS, AutoCAD",Intermediate,NPTEL Python,Robotics Engineer,11,Offline,Government Job
STU273,Mechanical,2nd,8.76,"AutoCAD, ANSYS, MATLAB",Advanced,AWS Cloud Practitioner,Automotive Engineer,11,Online,Placement
STU274,Mechanical,1st,8.91,"ANSYS, AutoCAD",Beginner,Cisco CCNA,Robotics Engineer,18,Online,Placement
STU275,Electrical,3rd,6.96,"Power Systems, Circuit Design, MATLAB, PLC Programming",Beginner,AWS Cloud Practitioner,Power Systems Engineer,6,Hybrid,Government Job
STU276,Mechanical,1st,8.1,"MATLAB, ANSYS",Beginner,Cisco CCNA,Robotics Engineer,5,Offline,Placement
STU277,Electronics & Communication,3rd,8.56,"MATLAB, C, Verilog, C++",Beginner,AWS Cloud Practitioner,Embedded Systems Engineer,15,Hybrid,Startup
STU278,Computer Science,4th,7.49,"Git, SQL, Java, React, Python",Beginner,Google Data Analytics,Data Scientist,6,Offline,Higher Studies
STU279,Information Technology,4th,7.97,"JavaScript, Python, Git, SQL, React",Intermediate,Cisco CCNA,Software Developer,18,Offline,Startup
STU280,Mechanical,4th,6.04,"ANSYS, SolidWorks, MATLAB, AutoCAD",Advanced,None,Automotive Engineer,7,Offline,Higher Studies
STU281,Electrical,1st,8.4,"MATLAB, PLC Programming",Intermediate,None,Power Systems Engineer,18,Hybrid,Placement
STU282,Civil,3rd,7.25,"Surveying, AutoCAD, STAAD Pro, Excel",Advanced,Google Data Analytics,Structural Engineer,10,Offline,Government Job
STU283,Electronics & Communication,3rd,8.46,"Verilog, Embedded C, MATLAB, C++",Intermediate,NPTEL Python,Embedded Systems Engineer,13,Online,Placement
STU284,Mechanical,4th,7.33,"AutoCAD, ANSYS, MATLAB, SolidWorks",Advanced,None,Mechanical Design Engineer,6,Hybrid,Higher Studies
STU285,Electronics & Communication,4th,9.17,"C, Verilog, MATLAB, Embedded C, C++",Intermediate,Google Data Analytics,Embedded Systems Engineer,12,Offline,Startup
STU286,Information Technology,1st,6.29,"Git, SQL",Beginner,AWS Cloud Practitioner,Full Stack Developer,8,Offline,Higher Studies
STU287,Electronics & Communication,4th,7.42,"Embedded C, MATLAB, Verilog, C, C++",Beginner,AWS Cloud Practitioner,Embedded Systems Engineer,6,Online,Placement
STU288,Computer Science,1st,8.5,"Machine Learning, Python",Beginner,None,Backend Developer,13,Online,Placement
STU289,Mechanical,1st,7.39,"MATLAB, ANSYS",Beginner,None,Robotics Engineer,20,Online,Startup
STU290,Electronics & Communication,4th,7.19,"Verilog, MATLAB, Embedded C, C++, C",Intermediate,NPTEL Python,IoT Developer,19,Online,Placement
STU291,Computer Science,4th,8.78,"Python, Git, React, Java, Machine Learning",Advanced,Cisco CCNA,Software Developer,14,Online,Government Job
STU292,Electrical,4th,8.24,"PLC Programming, MATLAB, Power Systems, Circuit Design",Beginner,Cisco CCNA,Power Systems Engineer,8,Online,Higher Studies
STU293,Chemical,1st,6.49,"Excel, MATLAB",Beginner,Google Data Analytics,Production Engineer,18,Online,Higher Studies
STU294,Electronics & Communication,4th,6.54,"MATLAB, C, C++, Verilog, Embedded C",Advanced,NPTEL Python,Embedded Systems Engineer,10,Online,Higher Studies
STU295,Chemical,1st,6.74,"Process Simulation, Safety Management",Beginner,Cisco CCNA,Production Engineer,15,Hybrid,Placement
STU296,Electrical,1st,6.97,"Power Systems, MATLAB",Intermediate,Google Data Analytics,Electrical Engineer,13,Online,Government Job
STU297,Electrical,4th,6.96,"Circuit Design, MATLAB, Power Systems, PLC Programming",Advanced,None,Power Systems Engineer,17,Hybrid,Higher Studies
STU298,Mechanical,1st,8.02,"SolidWorks, AutoCAD",Beginner,None,Mechanical Design Engineer,15,Hybrid,Government Job
STU299,Mechanical,1st,6.54,"SolidWorks, ANSYS",Beginner,NPTEL Python,Automotive Engineer,14,Offline,Startup
STU300,Mechanical,1st,6.88,"ANSYS, SolidWorks",Intermediate,AWS Cloud Practitioner,Robotics Engineer,8,Offline,Placement
STU301,Electrical,2nd,8.66,"Circuit Design, MATLAB, Power Systems",Beginner,AWS Cloud Practitioner,Electrical Engineer,13,Online,Placement
STU302,Computer Science,4th,8.75,"Data Structures, SQL, Python, Java, Git",Advanced,NPTEL Python,ML Engineer,12,Offline,Startup
STU303,Information Technology,3rd,6.66,"JavaScript, SQL, Git, Python",Intermediate,AWS Cloud Practitioner,Full Stack Developer,13,Offline,Startup
STU304,Electrical,3rd,7.84,"Circuit Design, PLC Programming, Power Systems, MATLAB",Intermediate,NPTEL Python,Power Systems Engineer,14,Hybrid,Government Job
STU305,Chemical,4th,7.7,"MATLAB, Safety Management, Excel, Process Simulation",Intermediate,NPTEL Python,Process Engineer,15,Hybrid,Government Job
STU306,Civil,3rd,8.64,"STAAD Pro, Excel, AutoCAD, Surveying",Intermediate,Google Data Analytics,Structural Engineer,18,Offline,Placement
STU307,Chemical,2nd,6.84,"Safety Management, Process Simulation, MATLAB",Beginner,Google Data Analytics,Production Engineer,6,Hybrid,Placement
STU308,Information Technology,1st,7.53,"React, Node.js",Intermediate,Google Data Analytics,Cloud Engineer,19,Hybrid,Higher Studies
STU309,Electronics & Communication,1st,9.32,"Verilog, C",Advanced,Cisco CCNA,VLSI Engineer,19,Hybrid,Government Job
STU310,Electronics & Communication,1st,9.65,"Embedded C, C++",Beginner,Cisco CCNA,IoT Developer,16,Hybrid,Placement
STU311,Information Technology,3rd,9.37,"SQL, Git, JavaScript, Node.js",Beginner,Cisco CCNA,Full Stack Developer,9,Hybrid,Government Job
STU312,Computer Science,3rd,6.61,"React, Data Structures, Machine Learning, Python",Beginner,NPTEL Python,Data Scientist,20,Online,Higher Studies
STU313,Mechanical,1st,8.22,"SolidWorks, ANSYS",Advanced,AWS Cloud Practitioner,Automotive Engineer,17,Offline,Higher Studies
STU314,Chemical,1st,9.78,"MATLAB, Process Simulation",Beginner,Google Data Analytics,Production Engineer,7,Online,Startup
STU315,Computer Science,2nd,6.65,"Python, Machine Learning, Algorithms",Intermediate,Google Data Analytics,Data Scientist,8,Online,Startup
STU316,Computer Science,2nd,8.17,"Git, Machine Learning, React",Advanced,NPTEL Python,ML Engineer,9,Hybrid,Placement
STU317,Electrical,3rd,7.64,"Circuit Design, MATLAB, PLC Programming, Power Systems",Advanced,None,Electrical Engineer,12,Hybrid,Startup
STU318,Chemical,1st,8.47,"Process Simulation, Safety Management",Advanced,Cisco CCNA,Process Engineer,10,Online,Government Job
STU319,Mechanical,2nd,6.67,"ANSYS, AutoCAD, SolidWorks",Advanced,Google Data Analytics,Robotics Engineer,16,Hybrid,Higher Studies
STU320,Chemical,1st,7.22,"Safety Management, MATLAB",Beginner,NPTEL Python,Process Engineer,20,Hybrid,Startup
STU321,Computer Science,3rd,8.01,"Data Structures, SQL, Machine Learning, Python",Beginner,Cisco CCNA,Backend Developer,9,Hybrid,Placement
STU322,Computer Science,3rd,7.72,"Algorithms, React, Python, Data Structures",Beginner,NPTEL Python,ML Engineer,8,Hybrid,Placement
STU323,Electronics & Communication,4th,8.52,"C++, MATLAB, Verilog, Embedded C, C",Intermediate,AWS Cloud Practitioner,Embedded Systems Engineer,9,Offline,Government Job
STU324,Mechanical,3rd,9.19,"ANSYS, SolidWorks, MATLAB, AutoCAD",Advanced,Google Data Analytics,Mechanical Design Engineer,19,Offline,Higher Studies
STU325,Civil,4th,9.72,"AutoCAD, Excel, Surveying, STAAD Pro",Intermediate,AWS Cloud Practitioner,Civil Site Engineer,8,Online,Government Job
STU326,Mechanical,2nd,7.23,"AutoCAD, MATLAB, SolidWorks",Intermediate,AWS Cloud Practitioner,Robotics Engineer,20,Offline,Placement
STU327,Information Technology,2nd,8.09,"Python, Git, React",Advanced,Google Data Analytics,Cloud Engineer,18,Online,Placement
STU328,Mechanical,4th,6.97,"MATLAB, SolidWorks, ANSYS, AutoCAD",Advanced,Google Data Analytics,Robotics Engineer,7,Offline,Placement
STU329,Chemical,2nd,9.06,"Excel, Process Simulation, Safety Management",Intermediate,Cisco CCNA,Process Engineer,14,Online,Placement
STU330,Chemical,2nd,6.2,"Excel, MATLAB, Process Simulation",Advanced,NPTEL Python,Production Engineer,14,Hybrid,Government Job
STU331,Electronics & Communication,3rd,8.7,"Embedded C, Verilog, C++, C",Beginner,Google Data Analytics,VLSI Engineer,15,Hybrid,Startup
STU332,Civil,4th,8.33,"Excel, AutoCAD, STAAD Pro, Surveying",Beginner,NPTEL Python,Civil Site Engineer,5,Online,Placement
STU333,Electronics & Communication,3rd,8.02,"MATLAB, Embedded C, C++, Verilog",Beginner,NPTEL Python,VLSI Engineer,6,Online,Higher Studies
STU334,Mechanical,1st,8.87,"MATLAB, SolidWorks",Beginner,NPTEL Python,Automotive Engineer,18,Hybrid,Government Job
STU335,Mechanical,3rd,9.24,"SolidWorks, ANSYS, AutoCAD, MATLAB",Advanced,None,Mechanical Design Engineer,10,Offline,Higher Studies
STU336,Information Technology,3rd,8.73,"Git, Python, React, SQL",Advanced,NPTEL Python,Cloud Engineer,18,Hybrid,Higher Studies
STU337,Computer Science,2nd,8.5,"Algorithms, Machine Learning, SQL",Intermediate,AWS Cloud Practitioner,Backend Developer,6,Online,Higher Studies
STU338,Civil,3rd,8.5,"Excel, Surveying, AutoCAD, STAAD Pro",Beginner,Google Data Analytics,Civil Site Engineer,14,Hybrid,Higher Studies
STU339,Mechanical,3rd,8.83,"ANSYS, MATLAB, SolidWorks, AutoCAD",Beginner,NPTEL Python,Mechanical Design Engineer,14,Online,Placement
STU340,Computer Science,3rd,9.58,"Algorithms, React, Data Structures, Java",Intermediate,None,ML Engineer,11,Hybrid,Government Job
STU341,Electronics & Communication,4th,6.86,"C, MATLAB, Embedded C, Verilog, C++",Advanced,Cisco CCNA,Embedded Systems Engineer,7,Online,Startup
STU342,Electronics & Communication,1st,8.0,"Verilog, MATLAB",Advanced,Google Data Analytics,IoT Developer,19,Hybrid,Startup
STU343,Electronics & Communication,1st,9.72,"C++, C",Beginner,AWS Cloud Practitioner,Embedded Systems Engineer,9,Online,Government Job
STU344,Electrical,3rd,7.72,"PLC Programming, Circuit Design, Power Systems, MATLAB",Beginner,None,Power Systems Engineer,11,Hybrid,Government Job
STU345,Electrical,1st,9.61,"PLC Programming, MATLAB",Intermediate,Cisco CCNA,Electrical Engineer,5,Hybrid,Placement
STU346,Information Technology,4th,6.72,"Node.js, JavaScript, React, SQL, Git",Intermediate,Cisco CCNA,Cloud Engineer,14,Online,Startup
STU347,Civil,1st,7.04,"AutoCAD, STAAD Pro",Advanced,NPTEL Python,Structural Engineer,7,Online,Higher Studies
STU348,Civil,1st,9.3,"STAAD Pro, AutoCAD",Beginner,NPTEL Python,Civil Site Engineer,18,Hybrid,Government Job
STU349,Electrical,2nd,8.6,"Circuit Design, MATLAB, Power Systems",Beginner,NPTEL Python,Power Systems Engineer,6,Online,Startup
STU350,Civil,1st,7.91,"Excel, Surveying",Advanced,None,Structural Engineer,15,Offline,Government Job
STU351,Mechanical,2nd,7.28,"SolidWorks, AutoCAD, MATLAB",Intermediate,Cisco CCNA,Mechanical Design Engineer,12,Online,Placement
STU352,Electrical,2nd,8.36,"PLC Programming, Power Systems, MATLAB",Intermediate,None,Power Systems Engineer,7,Offline,Higher Studies
STU353,Electrical,3rd,7.15,"Power Systems, Circuit Design, MATLAB, PLC Programming",Intermediate,Cisco CCNA,Electrical Engineer,13,Hybrid,Government Job
STU354,Mechanical,2nd,8.69,"MATLAB, AutoCAD, ANSYS",Intermediate,AWS Cloud Practitioner,Mechanical Design Engineer,20,Offline,Government Job
STU355,Electronics & Communication,1st,8.31,"Embedded C, C++",Beginner,None,IoT Developer,19,Online,Higher Studies
STU356,Information Technology,3rd,7.87,"Node.js, JavaScript, Python, Git",Advanced,Google Data Analytics,Full Stack Developer,8,Offline,Government Job
STU357,Information Technology,1st,8.7,"React, Python",Advanced,AWS Cloud Practitioner,Cloud Engineer,19,Offline,Government Job
STU358,Electrical,1st,6.66,"MATLAB, PLC Programming",Intermediate,AWS Cloud Practitioner,Power Systems Engineer,18,Hybrid,Startup
STU359,Mechanical,2nd,6.91,"SolidWorks, MATLAB, AutoCAD",Intermediate,AWS Cloud Practitioner,Automotive Engineer,11,Online,Government Job
STU360,Computer Science,1st,9.07,"Git, Data Structures",Intermediate,Google Data Analytics,Data Scientist,6,Hybrid,Higher Studies
STU361,Electronics & Communication,2nd,7.11,"C++, C, Verilog",Beginner,None,IoT Developer,15,Offline,Higher Studies
STU362,Electrical,2nd,7.19,"Power Systems, PLC Programming, Circuit Design",Beginner,Google Data Analytics,Power Systems Engineer,19,Offline,Startup
STU363,Electrical,3rd,7.31,"Power Systems, PLC Programming, MATLAB, Circuit Design",Advanced,AWS Cloud Practitioner,Electrical Engineer,16,Online,Startup
STU364,Electronics & Communication,2nd,6.55,"Verilog, C, C++",Beginner,NPTEL Python,Embedded Systems Engineer,18,Online,Placement
STU365,Computer Science,1st,8.63,"React, Algorithms",Intermediate,Cisco CCNA,ML Engineer,9,Offline,Government Job
STU366,Chemical,1st,8.3,"MATLAB, Excel",Intermediate,AWS Cloud Practitioner,Production Engineer,16,Online,Government Job
STU367,Chemical,2nd,6.9,"MATLAB, Safety Management, Excel",Beginner,AWS Cloud Practitioner,Process Engineer,14,Hybrid,Higher Studies
STU368,Civil,2nd,8.71,"AutoCAD, Surveying, Excel",Advanced,Cisco CCNA,Structural Engineer,17,Offline,Placement
STU369,Mechanical,2nd,9.08,"SolidWorks, AutoCAD, MATLAB",Intermediate,NPTEL Python,Mechanical Design Engineer,14,Online,Higher Studies
STU370,Civil,3rd,7.93,"STAAD Pro, AutoCAD, Surveying, Excel",Intermediate,Cisco CCNA,Structural Engineer,14,Offline,Startup
STU371,Civil,2nd,8.02,"Surveying, AutoCAD, Excel",Beginner,None,Civil Site Engineer,8,Hybrid,Startup
STU372,Information Technology,4th,7.57,"SQL, React, Node.js, JavaScript, Git",Intermediate,None,Full Stack Developer,10,Online,Higher Studies
STU373,Information Technology,3rd,8.17,"SQL, Git, React, Node.js",Beginner,Google Data Analytics,Software Developer,17,Online,Government Job
STU374,Chemical,3rd,7.75,"MATLAB, Safety Management, Process Simulation, Excel",Beginner,None,Process Engineer,9,Online,Higher Studies
STU375,Mechanical,4th,8.06,"AutoCAD, ANSYS, MATLAB, SolidWorks",Beginner,AWS Cloud Practitioner,Mechanical Design Engineer,19,Offline,Startup
STU376,Electrical,1st,7.93,"Circuit Design, Power Systems",Advanced,Cisco CCNA,Power Systems Engineer,10,Offline,Government Job
STU377,Chemical,1st,9.62,"MATLAB, Excel",Intermediate,Cisco CCNA,Process Engineer,16,Online,Placement
STU378,Computer Science,1st,8.08,"Data Structures, Machine Learning",Intermediate,AWS Cloud Practitioner,Backend Developer,7,Hybrid,Higher Studies
STU379,Computer Science,1st,9.59,"SQL, React",Beginner,NPTEL Python,Data Scientist,20,Offline,Government Job
STU380,Electronics & Communication,3rd,7.17,"C++, C, Embedded C, MATLAB",Advanced,Cisco CCNA,Embedded Systems Engineer,9,Offline,Startup
STU381,Electronics & Communication,4th,6.79,"C++, Verilog, Embedded C, C, MATLAB",Intermediate,None,Embedded Systems Engineer,18,Offline,Government Job
STU382,Electronics & Communication,2nd,6.15,"C, MATLAB, C++",Beginner,None,VLSI Engineer,20,Hybrid,Government Job
STU383,Electrical,3rd,9.39,"PLC Programming, MATLAB, Power Systems, Circuit Design",Beginner,None,Power Systems Engineer,15,Online,Higher Studies
STU384,Electrical,3rd,6.65,"PLC Programming, MATLAB, Power Systems, Circuit Design",Advanced,None,Power Systems Engineer,16,Hybrid,Startup
STU385,Civil,4th,6.71,"AutoCAD, STAAD Pro, Surveying, Excel",Beginner,Google Data Analytics,Civil Site Engineer,9,Online,Government Job
STU386,Information Technology,1st,8.18,"JavaScript, Python",Advanced,AWS Cloud Practitioner,Cloud Engineer,20,Online,Placement
STU387,Mechanical,1st,6.74,"AutoCAD, MATLAB",Advanced,AWS Cloud Practitioner,Automotive Engineer,20,Offline,Higher Studies
STU388,Chemical,1st,6.92,"Safety Management, Excel",Beginner,AWS Cloud Practitioner,Process Engineer,7,Online,Higher Studies
STU389,Civil,2nd,6.74,"STAAD Pro, Surveying, AutoCAD",Intermediate,AWS Cloud Practitioner,Civil Site Engineer,16,Hybrid,Government Job
STU390,Chemical,2nd,6.03,"MATLAB, Process Simulation, Excel",Beginner,NPTEL Python,Process Engineer,17,Online,Higher Studies
STU391,Chemical,2nd,7.21,"Excel, MATLAB, Safety Management",Intermediate,Google Data Analytics,Process Engineer,14,Online,Higher Studies
STU392,Electrical,3rd,9.05,"Circuit Design, PLC Programming, Power Systems, MATLAB",Beginner,None,Power Systems Engineer,15,Offline,Government Job
STU393,Chemical,1st,7.49,"Excel, Safety Management",Beginner,None,Process Engineer,13,Online,Placement
STU394,Computer Science,4th,9.71,"SQL, Algorithms, Git, Data Structures, Java",Beginner,Google Data Analytics,Data Scientist,14,Hybrid,Placement
STU395,Electronics & Communication,3rd,9.31,"MATLAB, Verilog, C++, C",Beginner,NPTEL Python,VLSI Engineer,8,Hybrid,Startup
STU396,Information Technology,2nd,7.07,"React, JavaScript, Python",Advanced,Cisco CCNA,Cloud Engineer,12,Offline,Startup
STU397,Information Technology,4th,9.17,"JavaScript, Node.js, SQL, Python, Git",Advanced,NPTEL Python,Software Developer,8,Offline,Startup
STU398,Information Technology,2nd,8.98,"React, Git, JavaScript",Beginner,Google Data Analytics,Cloud Engineer,6,Online,Startup
STU399,Information Technology,4th,7.43,"Python, Git, Node.js, JavaScript, SQL",Intermediate,Google Data Analytics,Software Developer,18,Offline,Government Job
