student_id,branch,year,cgpa,known_skills,projects_completed,internship_status,preferred_domain,preferred_role,coding_level,communication_level,english_level,daily_learning_hours,career_goal
STU0178,ECE,3,9.41,"SK177, SK196, SK143, SK074, SK277",6,Yes,Cloud,ROLE027,Advanced,Advanced,Basic,6,Cyber Security Analyst
STU0179,Mechanical,3,6.42,"SK024, SK273, SK059, SK052, SK066",6,Yes,Mobile,ROLE027,Intermediate,Beginner,Fluent,6,Data Scientist
STU0180,Mechanical,1,6.24,"SK217, SK166, SK011, SK013, SK146",8,No,DevOps,ROLE012,Beginner,Beginner,Fluent,4,AI Engineer
STU0181,ECE,1,9.36,"SK245, SK203, SK277, SK206, SK125",2,Yes,Mobile,ROLE053,Intermediate,Advanced,Fluent,2,Data Scientist
STU0182,IT,4,6.03,"SK015, SK027, SK252, SK003, SK109",5,Yes,Data Science,ROLE051,Beginner,Beginner,Fluent,4,Data Scientist
STU0183,EEE,3,7.26,"SK054, SK006, SK023, SK165, SK047",4,No,AI,ROLE046,Beginner,Beginner,Basic,5,AI Engineer
STU0184,Mechanical,4,7.4,"SK110, SK264, SK273, SK083, SK049",0,Yes,Data Science,ROLE031,Intermediate,Advanced,Basic,5,Cloud Engineer
STU0185,ECE,4,8.17,"SK150, SK253, SK117, SK247, SK265",6,Yes,Data Science,ROLE012,Advanced,Intermediate,Fluent,3,Cyber Security Analyst
STU0186,EEE,4,6.07,"SK234, SK076, SK274, SK121, SK134",4,No,AI,ROLE052,Advanced,Beginner,Intermediate,1,Software Engineer
STU0187,EEE,1,8.88,"SK089, SK142, SK007, SK026, SK083",2,Yes,Data Science,ROLE027,Intermediate,Intermediate,Intermediate,2,Cloud Engineer
STU0188,EEE,2,8.87,"SK118, SK109, SK023, SK027, SK256",0,No,Mobile,ROLE024,Beginner,Advanced,Basic,5,Software Engineer
STU0189,ECE,3,6.44,"SK278, SK028, SK168, SK073, SK183",3,No,AI,ROLE049,Intermediate,Advanced,Basic,1,Cloud Engineer
STU0190,CSE,1,8.84,"SK158, SK089, SK183, SK115, SK146",8,No,AI,ROLE012,Intermediate,Advanced,Fluent,3,Full Stack Developer
STU0191,Civil,3,7.21,"SK043, SK211, SK210, SK140, SK161",1,Yes,Cyber Security,ROLE021,Intermediate,Intermediate,Basic,1,Data Scientist
STU0192,Mechanical,4,6.4,"SK181, SK071, SK117, SK048, SK096",3,No,Mobile,ROLE003,Advanced,Intermediate,Basic,3,Software Engineer
STU0193,Mechanical,1,8.99,"SK235, SK265, SK140, SK229, SK107",5,No,DevOps,ROLE007,Beginner,Advanced,Fluent,1,Cyber Security Analyst
STU0194,IT,3,6.09,"SK235, SK089, SK204, SK274, SK163",0,Yes,AI,ROLE035,Beginner,Beginner,Basic,4,Data Scientist
STU0195,EEE,4,6.92,"SK272, SK035, SK050, SK043, SK081",6,Yes,Mobile,ROLE005,Advanced,Intermediate,Fluent,4,Cyber Security Analyst
STU0196,Civil,1,6.28,"SK023, SK163, SK191, SK169, SK017",1,No,AI,ROLE051,Advanced,Beginner,Fluent,4,Full Stack Developer
STU0197,Mechanical,2,8.56,"SK199, SK016, SK202, SK204, SK051",3,Yes,Data Science,ROLE038,Beginner,Intermediate,Fluent,5,AI Engineer
STU0198,IT,2,8.51,"SK205, SK161, SK136, SK229, SK132",5,Yes,Data Science,ROLE029,Beginner,Intermediate,Fluent,1,AI Engineer
STU0199,IT,4,6.64,"SK061, SK012, SK035, SK036, SK093",2,Yes,Cyber Security,ROLE019,Beginner,Advanced,Fluent,2,Software Engineer
STU0200,Civil,2,7.34,"SK052, SK088, SK207, SK193, SK186",4,Yes,AI,ROLE020,Intermediate,Beginner,Intermediate,1,Full Stack Developer
STU0201,ECE,3,7.82,"SK033, SK229, SK266, SK068, SK050",1,Yes,Web Development,ROLE038,Advanced,Advanced,Intermediate,1,Cloud Engineer
STU0202,EEE,3,6.92,"SK267, SK038, SK019, SK199, SK173",6,Yes,Web Development,ROLE011,Intermediate,Intermediate,Fluent,1,AI Engineer
STU0203,Civil,3,8.93,"SK256, SK042, SK106, SK074, SK088",8,Yes,Web Development,ROLE047,Beginner,Advanced,Intermediate,5,Software Engineer
STU0204,EEE,2,6.42,"SK172, SK076, SK148, SK015, SK074",1,Yes,Data Science,ROLE033,Advanced,Intermediate,Fluent,1,Full Stack Developer
STU0205,Civil,4,9.16,"SK200, SK182, SK187, SK088, SK195",7,No,Cyber Security,ROLE047,Beginner,Intermediate,Fluent,6,Software Engineer
STU0206,IT,1,6.57,"SK265, SK219, SK041, SK090, SK094",8,Yes,Mobile,ROLE020,Beginner,Intermediate,Fluent,1,Cloud Engineer
STU0207,Mechanical,2,7.73,"SK185, SK135, SK062, SK180, SK120",1,No,Data Science,ROLE051,Advanced,Advanced,Basic,5,AI Engineer
STU0208,EEE,2,9.73,"SK182, SK133, SK032, SK019, SK177",1,No,AI,ROLE002,Beginner,Advanced,Intermediate,5,Software Engineer
STU0209,EEE,4,6.21,"SK048, SK228, SK137, SK032, SK206",3,No,Cloud,ROLE056,Intermediate,Advanced,Fluent,6,Full Stack Developer
STU0210,IT,1,9.6,"SK098, SK113, SK007, SK229, SK182",7,No,Cyber Security,ROLE033,Advanced,Intermediate,Intermediate,4,AI Engineer
STU0211,Mechanical,2,8.5,"SK162, SK044, SK241, SK007, SK277",8,No,AI,ROLE054,Advanced,Intermediate,Basic,4,Cloud Engineer
STU0212,ECE,1,6.35,"SK088, SK126, SK263, SK144, SK137",5,No,AI,ROLE020,Intermediate,Intermediate,Fluent,2,Software Engineer
STU0213,EEE,2,9.38,"SK173, SK268, SK216, SK154, SK022",7,Yes,Cyber Security,ROLE004,Intermediate,Advanced,Fluent,4,AI Engineer
STU0214,IT,4,6.33,"SK103, SK252, SK205, SK167, SK072",5,No,Mobile,ROLE007,Advanced,Beginner,Intermediate,1,Software Engineer
STU0215,CSE,3,6.85,"SK234, SK075, SK135, SK238, SK084",2,Yes,Cloud,ROLE043,Beginner,Beginner,Fluent,5,AI Engineer
STU0216,EEE,3,8.41,"SK146, SK162, SK198, SK235, SK187",4,Yes,Web Development,ROLE006,Beginner,Beginner,Intermediate,3,Full Stack Developer
STU0217,CSE,2,6.9,"SK246, SK100, SK212, SK204, SK172",4,No,Cyber Security,ROLE036,Advanced,Advanced,Basic,4,AI Engineer
STU0218,ECE,3,8.83,"SK168, SK209, SK263, SK155, SK153",8,No,Web Development,ROLE038,Beginner,Intermediate,Basic,1,Full Stack Developer
STU0219,ECE,4,6.3,"SK103, SK241, SK203, SK177, SK139",8,Yes,AI,ROLE056,Beginner,Advanced,Fluent,2,Full Stack Developer
STU0220,EEE,2,6.61,"SK164, SK132, SK001, SK135, SK154",0,No,Web Development,ROLE051,Beginner,Advanced,Basic,1,Full Stack Developer
STU0221,Mechanical,3,8.2,"SK051, SK175, SK042, SK057, SK060",4,No,Cloud,ROLE049,Intermediate,Beginner,Intermediate,5,AI Engineer
STU0222,IT,4,7.23,"SK105, SK061, SK140, SK256, SK027",6,Yes,Cyber Security,ROLE044,Advanced,Intermediate,Fluent,4,AI Engineer
STU0223,ECE,2,7.45,"SK045, SK240, SK229, SK236, SK279",2,No,Data Science,ROLE032,Advanced,Beginner,Intermediate,6,Software Engineer
STU0224,IT,4,6.52,"SK191, SK109, SK151, SK128, SK058",3,Yes,Cloud,ROLE036,Advanced,Advanced,Basic,2,Cyber Security Analyst
STU0225,IT,4,6.29,"SK187, SK024, SK234, SK128, SK133",5,Yes,Cyber Security,ROLE032,Intermediate,Beginner,Basic,6,Cyber Security Analyst
STU0226,Mechanical,2,7.37,"SK143, SK264, SK150, SK010, SK025",8,No,AI,ROLE028,Beginner,Beginner,Basic,2,Software Engineer
STU0227,IT,1,6.8,"SK150, SK101, SK143, SK170, SK258",7,No,Web Development,ROLE004,Beginner,Beginner,Fluent,5,Full Stack Developer
STU0228,Mechanical,4,8.58,"SK186, SK255, SK063, SK026, SK088",7,Yes,Web Development,ROLE008,Intermediate,Beginner,Fluent,5,Cloud Engineer
STU0229,IT,4,7.43,"SK022, SK243, SK204, SK048, SK039",8,Yes,Data Science,ROLE038,Intermediate,Intermediate,Basic,5,Cyber Security Analyst
STU0230,ECE,4,8.0,"SK228, SK267, SK191, SK181, SK083",3,Yes,Mobile,ROLE047,Beginner,Intermediate,Fluent,1,Full Stack Developer
STU0231,Civil,1,9.26,"SK131, SK056, SK099, SK197, SK169",3,No,AI,ROLE022,Intermediate,Beginner,Basic,6,Data Scientist
STU0232,ECE,4,8.44,"SK138, SK258, SK065, SK117, SK212",5,No,Data Science,ROLE005,Intermediate,Advanced,Intermediate,1,Cyber Security Analyst
STU0233,Mechanical,4,9.3,"SK039, SK074, SK206, SK229, SK183",7,Yes,Cloud,ROLE001,Beginner,Beginner,Fluent,4,Cyber Security Analyst
STU0234,IT,4,6.48,"SK056, SK196, SK234, SK259, SK231",5,No,Web Development,ROLE012,Beginner,Intermediate,Intermediate,4,Full Stack Developer
STU0235,CSE,1,8.92,"SK040, SK258, SK028, SK032, SK216",7,No,AI,ROLE018,Beginner,Advanced,Basic,6,Cloud Engineer
STU0236,CSE,1,6.54,"SK093, SK231, SK229, SK080, SK268",3,Yes,AI,ROLE042,Beginner,Advanced,Basic,1,Data Scientist
STU0237,ECE,3,8.48,"SK009, SK027, SK250, SK034, SK272",1,Yes,Data Science,ROLE040,Intermediate,Advanced,Basic,5,Full Stack Developer
STU0238,IT,2,7.02,"SK225, SK047, SK171, SK118, SK126",5,No,Cyber Security,ROLE002,Beginner,Beginner,Fluent,4,Full Stack Developer
STU0239,IT,1,6.72,"SK222, SK214, SK220, SK140, SK003",4,No,Web Development,ROLE042,Intermediate,Intermediate,Intermediate,3,Software Engineer
STU0240,ECE,2,6.18,"SK180, SK016, SK261, SK103, SK274",5,Yes,Mobile,ROLE017,Intermediate,Beginner,Fluent,3,Cyber Security Analyst
STU0241,Civil,1,8.44,"SK002, SK108, SK157, SK103, SK002",8,Yes,Cloud,ROLE046,Beginner,Advanced,Intermediate,3,Software Engineer
STU0242,CSE,1,9.26,"SK094, SK082, SK125, SK103, SK089",5,No,Cloud,ROLE053,Advanced,Advanced,Fluent,3,AI Engineer
STU0243,Civil,2,8.83,"SK168, SK100, SK083, SK041, SK113",0,No,Web Development,ROLE019,Beginner,Advanced,Basic,3,Cloud Engineer
STU0244,ECE,2,6.68,"SK087, SK120, SK062, SK190, SK199",0,Yes,Mobile,ROLE016,Advanced,Beginner,Intermediate,4,Cyber Security Analyst
STU0245,IT,4,8.3,"SK142, SK268, SK224, SK007, SK072",8,Yes,Data Science,ROLE036,Intermediate,Intermediate,Basic,6,Full Stack Developer
STU0246,CSE,2,7.71,"SK221, SK216, SK251, SK145, SK240",8,No,Data Science,ROLE049,Beginner,Intermediate,Fluent,3,AI Engineer
STU0247,ECE,3,7.45,"SK211, SK170, SK098, SK006, SK010",5,No,Web Development,ROLE027,Intermediate,Intermediate,Basic,1,Software Engineer
STU0248,ECE,3,9.11,"SK006, SK222, SK144, SK042, SK206",1,No,Web Development,ROLE039,Beginner,Intermediate,Fluent,1,AI Engineer
STU0249,EEE,4,7.54,"SK098, SK106, SK083, SK205, SK225",6,No,DevOps,ROLE010,Beginner,Advanced,Fluent,5,Full Stack Developer
STU0250,ECE,2,6.8,"SK155, SK021, SK236, SK277, SK204",2,Yes,Cloud,ROLE053,Beginner,Advanced,Fluent,4,Software Engineer
STU0251,Civil,3,7.5,"SK080, SK192, SK201, SK035, SK235",8,Yes,Mobile,ROLE028,Advanced,Intermediate,Basic,5,Cyber Security Analyst
STU0252,EEE,3,8.92,"SK098, SK127, SK158, SK250, SK259",1,Yes,Data Science,ROLE039,Beginner,Beginner,Basic,2,Software Engineer
STU0253,Mechanical,1,7.96,"SK146, SK061, SK034, SK276, SK032",2,Yes,Cloud,ROLE045,Advanced,Intermediate,Fluent,2,Software Engineer
STU0254,Mechanical,2,7.72,"SK108, SK139, SK167, SK266, SK232",1,No,Data Science,ROLE005,Intermediate,Intermediate,Fluent,4,Software Engineer
STU0255,ECE,4,6.35,"SK039, SK034, SK064, SK121, SK263",5,Yes,Cyber Security,ROLE021,Beginner,Intermediate,Basic,3,Data Scientist
STU0256,CSE,4,9.73,"SK184, SK257, SK140, SK261, SK081",4,Yes,Data Science,ROLE029,Beginner,Advanced,Basic,3,Cloud Engineer
STU0257,Mechanical,3,6.7,"SK070, SK144, SK198, SK077, SK275",2,Yes,Web Development,ROLE009,Advanced,Intermediate,Fluent,2,Full Stack Developer
STU0258,CSE,1,7.94,"SK024, SK040, SK141, SK010, SK268",3,No,Cloud,ROLE037,Advanced,Advanced,Intermediate,6,AI Engineer
STU0259,Civil,3,7.11,"SK113, SK077, SK158, SK063, SK082",5,Yes,AI,ROLE048,Beginner,Intermediate,Fluent,3,Software Engineer
STU0260,IT,1,7.76,"SK224, SK076, SK155, SK174, SK011",5,Yes,Mobile,ROLE028,Beginner,Advanced,Fluent,5,Cyber Security Analyst
STU0261,EEE,2,7.78,"SK246, SK030, SK117, SK169, SK257",8,Yes,Cyber Security,ROLE057,Beginner,Intermediate,Basic,3,Software Engineer
STU0262,IT,1,8.48,"SK221, SK129, SK070, SK214, SK252",5,No,Cloud,ROLE045,Intermediate,Intermediate,Basic,3,Cyber Security Analyst
STU0263,EEE,2,8.69,"SK170, SK037, SK037, SK215, SK191",6,Yes,Mobile,ROLE030,Intermediate,Beginner,Intermediate,3,Software Engineer
STU0264,ECE,3,9.2,"SK267, SK103, SK155, SK034, SK164",5,No,DevOps,ROLE041,Beginner,Beginner,Basic,3,Cyber Security Analyst
STU0265,Mechanical,2,8.13,"SK205, SK070, SK115, SK273, SK209",0,Yes,Cyber Security,ROLE020,Advanced,Beginner,Intermediate,1,Software Engineer
STU0266,Civil,3,9.2,"SK275, SK086, SK134, SK049, SK242",5,Yes,Data Science,ROLE045,Advanced,Advanced,Basic,4,Full Stack Developer
STU0267,Civil,1,6.36,"SK233, SK009, SK130, SK128, SK101",2,Yes,Cyber Security,ROLE054,Beginner,Beginner,Basic,1,Data Scientist
STU0268,CSE,1,9.77,"SK104, SK074, SK106, SK177, SK215",6,No,Cloud,ROLE036,Advanced,Beginner,Basic,5,AI Engineer
STU0269,EEE,2,6.96,"SK234, SK160, SK093, SK130, SK129",3,No,AI,ROLE027,Beginner,Intermediate,Basic,2,AI Engineer
STU0270,CSE,3,6.49,"SK220, SK010, SK080, SK149, SK179",8,Yes,Cyber Security,ROLE005,Intermediate,Advanced,Intermediate,3,Data Scientist
STU0271,Mechanical,2,7.78,"SK202, SK158, SK004, SK145, SK009",3,Yes,Web Development,ROLE011,Advanced,Intermediate,Fluent,4,Software Engineer
STU0272,ECE,3,9.77,"SK125, SK094, SK128, SK212, SK175",8,Yes,AI,ROLE031,Advanced,Advanced,Fluent,6,Cloud Engineer
STU0273,Civil,4,8.89,"SK268, SK184, SK215, SK218, SK149",2,Yes,Mobile,ROLE014,Intermediate,Intermediate,Intermediate,6,Cloud Engineer
STU0274,ECE,3,7.44,"SK125, SK029, SK142, SK015, SK246",3,No,Cloud,ROLE015,Beginner,Advanced,Fluent,1,Full Stack Developer
STU0275,ECE,1,8.23,"SK115, SK153, SK156, SK032, SK275",0,No,Data Science,ROLE055,Beginner,Beginner,Basic,2,Data Scientist
STU0276,CSE,3,6.4,"SK046, SK048, SK131, SK222, SK272",2,Yes,Data Science,ROLE055,Advanced,Intermediate,Basic,3,Cyber Security Analyst
STU0277,IT,4,9.75,"SK049, SK155, SK099, SK141, SK167",8,No,Cloud,ROLE005,Beginner,Beginner,Intermediate,4,Full Stack Developer
STU0278,ECE,4,6.27,"SK243, SK230, SK037, SK152, SK120",5,No,DevOps,ROLE057,Advanced,Advanced,Basic,6,Data Scientist
STU0279,Mechanical,2,6.02,"SK126, SK047, SK167, SK128, SK124",0,No,Cyber Security,ROLE030,Intermediate,Beginner,Intermediate,1,Full Stack Developer
STU0280,IT,1,9.38,"SK207, SK272, SK160, SK104, SK004",3,Yes,Cloud,ROLE013,Intermediate,Beginner,Intermediate,1,Cyber Security Analyst
STU0281,ECE,1,8.84,"SK107, SK156, SK101, SK201, SK276",5,No,Web Development,ROLE007,Advanced,Advanced,Intermediate,6,Software Engineer
STU0282,IT,4,8.99,"SK209, SK067, SK098, SK252, SK159",1,Yes,Web Development,ROLE012,Beginner,Advanced,Intermediate,3,Cloud Engineer
STU0283,EEE,2,7.6,"SK265, SK036, SK199, SK279, SK158",0,No,DevOps,ROLE025,Advanced,Beginner,Basic,6,AI Engineer
STU0284,ECE,1,8.0,"SK009, SK078, SK067, SK160, SK167",1,No,DevOps,ROLE060,Advanced,Beginner,Intermediate,1,Data Scientist
STU0285,Civil,2,8.78,"SK167, SK235, SK167, SK063, SK264",0,No,Mobile,ROLE035,Intermediate,Intermediate,Basic,3,Data Scientist
STU0286,Mechanical,2,6.99,"SK247, SK048, SK101, SK118, SK068",0,No,Mobile,ROLE030,Advanced,Advanced,Intermediate,4,Full Stack Developer
STU0287,EEE,3,8.49,"SK270, SK180, SK055, SK201, SK062",4,Yes,AI,ROLE007,Intermediate,Intermediate,Basic,6,Cloud Engineer
STU0288,IT,3,6.9,"SK007, SK242, SK010, SK033, SK245",0,No,DevOps,ROLE015,Beginner,Intermediate,Fluent,4,Cloud Engineer
STU0289,CSE,1,7.94,"SK251, SK149, SK023, SK108, SK194",1,No,AI,ROLE025,Intermediate,Beginner,Fluent,5,Cyber Security Analyst
STU0290,IT,4,9.7,"SK146, SK265, SK076, SK162, SK069",2,No,Cloud,ROLE058,Beginner,Advanced,Fluent,5,Data Scientist
STU0291,ECE,4,9.56,"SK164, SK038, SK067, SK031, SK149",4,No,Mobile,ROLE016,Beginner,Intermediate,Basic,6,Cyber Security Analyst
STU0292,Mechanical,4,6.07,"SK075, SK128, SK039, SK071, SK034",0,No,AI,ROLE033,Intermediate,Intermediate,Fluent,5,Cyber Security Analyst
STU0293,Civil,2,6.66,"SK073, SK210, SK058, SK100, SK044",3,No,Web Development,ROLE027,Beginner,Beginner,Fluent,3,Full Stack Developer
STU0294,Civil,4,8.06,"SK197, SK119, SK013, SK208, SK224",8,Yes,DevOps,ROLE019,Beginner,Advanced,Intermediate,1,Data Scientist
STU0295,CSE,4,9.11,"SK179, SK272, SK027, SK146, SK148",5,No,Mobile,ROLE041,Beginner,Intermediate,Basic,2,Software Engineer
STU0296,ECE,3,7.33,"SK158, SK017, SK059, SK168, SK226",5,No,Cyber Security,ROLE001,Advanced,Beginner,Basic,3,Software Engineer
STU0297,EEE,4,7.51,"SK226, SK146, SK027, SK194, SK210",6,Yes,Cyber Security,ROLE059,Advanced,Beginner,Intermediate,3,Full Stack Developer
STU0298,Civil,1,6.83,"SK100, SK134, SK247, SK250, SK230",1,No,AI,ROLE021,Beginner,Beginner,Fluent,4,Data Scientist
STU0299,IT,2,8.86,"SK092, SK244, SK245, SK151, SK244",1,No,Web Development,ROLE055,Beginner,Beginner,Basic,5,Full Stack Developer
STU0300,IT,1,7.57,"SK261, SK023, SK028, SK251, SK127",7,No,Cloud,ROLE039,Intermediate,Advanced,Basic,4,Full Stack Developer
STU0301,Civil,1,6.75,"SK252, SK260, SK152, SK035, SK032",8,Yes,Web Development,ROLE044,Beginner,Intermediate,Basic,6,Full Stack Developer
STU0302,IT,1,8.65,"SK087, SK247, SK193, SK116, SK271",4,No,Mobile,ROLE024,Beginner,Advanced,Intermediate,4,Cyber Security Analyst
STU0303,Mechanical,1,7.43,"SK175, SK083, SK251, SK206, SK078",0,Yes,Mobile,ROLE037,Beginner,Advanced,Basic,2,Cloud Engineer
STU0304,EEE,1,8.05,"SK022, SK252, SK258, SK206, SK221",3,Yes,DevOps,ROLE005,Beginner,Advanced,Basic,6,Software Engineer
STU0305,IT,2,9.3,"SK196, SK216, SK059, SK191, SK162",6,Yes,Web Development,ROLE022,Advanced,Intermediate,Intermediate,3,Software Engineer
STU0306,ECE,4,8.55,"SK189, SK243, SK241, SK043, SK025",2,Yes,AI,ROLE017,Intermediate,Beginner,Intermediate,2,Cloud Engineer
STU0307,Mechanical,1,9.18,"SK014, SK066, SK273, SK127, SK076",6,No,Web Development,ROLE055,Intermediate,Advanced,Fluent,4,Cyber Security Analyst
STU0308,IT,4,9.71,"SK199, SK108, SK045, SK212, SK200",2,Yes,Web Development,ROLE001,Advanced,Beginner,Basic,1,Full Stack Developer
STU0309,ECE,3,8.89,"SK223, SK009, SK035, SK154, SK205",0,No,AI,ROLE055,Intermediate,Advanced,Fluent,1,Software Engineer
STU0310,CSE,4,9.13,"SK189, SK185, SK275, SK234, SK133",3,No,DevOps,ROLE019,Beginner,Intermediate,Basic,6,AI Engineer
STU0311,Mechanical,2,7.53,"SK147, SK122, SK094, SK185, SK241",8,No,Mobile,ROLE021,Advanced,Advanced,Basic,4,Data Scientist
STU0312,Mechanical,2,6.72,"SK066, SK251, SK023, SK249, SK014",6,Yes,Cyber Security,ROLE011,Advanced,Advanced,Intermediate,3,Cyber Security Analyst
STU0313,EEE,2,6.58,"SK118, SK192, SK114, SK026, SK177",7,Yes,DevOps,ROLE017,Beginner,Advanced,Intermediate,2,AI Engineer
STU0314,EEE,2,9.1,"SK201, SK193, SK243, SK142, SK259",8,No,Cyber Security,ROLE024,Advanced,Beginner,Basic,4,Cloud Engineer
STU0315,Civil,1,6.17,"SK115, SK239, SK134, SK195, SK022",5,Yes,Cloud,ROLE033,Intermediate,Beginner,Intermediate,1,Software Engineer
STU0316,Civil,3,9.69,"SK227, SK142, SK267, SK178, SK227",5,No,Web Development,ROLE017,Beginner,Beginner,Basic,3,AI Engineer
STU0317,CSE,1,9.32,"SK024, SK133, SK180, SK058, SK196",3,No,AI,ROLE020,Advanced,Intermediate,Fluent,3,Software Engineer
STU0318,IT,4,8.38,"SK159, SK224, SK051, SK012, SK199",2,No,Cyber Security,ROLE018,Beginner,Beginner,Intermediate,2,AI Engineer
STU0319,ECE,1,6.66,"SK268, SK085, SK028, SK211, SK250",2,No,Cloud,ROLE048,Beginner,Intermediate,Intermediate,6,AI Engineer
STU0320,CSE,1,7.91,"SK154, SK212, SK192, SK113, SK186",1,No,Mobile,ROLE016,Advanced,Advanced,Intermediate,5,Software Engineer
STU0321,ECE,1,7.76,"SK037, SK254, SK212, SK175, SK003",2,Yes,Mobile,ROLE036,Beginner,Beginner,Fluent,1,Full Stack Developer
STU0322,CSE,3,9.1,"SK143, SK097, SK003, SK192, SK260",3,Yes,AI,ROLE055,Intermediate,Advanced,Basic,1,AI Engineer
STU0323,ECE,3,8.96,"SK112, SK066, SK077, SK093, SK224",6,Yes,Mobile,ROLE046,Intermediate,Beginner,Fluent,1,Cloud Engineer
STU0324,IT,1,9.07,"SK189, SK178, SK055, SK020, SK269",5,No,DevOps,ROLE006,Advanced,Beginner,Intermediate,2,Cyber Security Analyst
STU0325,ECE,4,9.46,"SK196, SK226, SK164, SK025, SK160",2,No,Cloud,ROLE009,Advanced,Beginner,Basic,5,Cloud Engineer
STU0326,EEE,3,8.72,"SK099, SK029, SK113, SK270, SK086",2,No,Mobile,ROLE019,Advanced,Beginner,Intermediate,3,AI Engineer
STU0327,CSE,3,9.27,"SK018, SK240, SK213, SK059, SK203",8,No,Cloud,ROLE020,Intermediate,Intermediate,Fluent,6,Software Engineer
STU0328,ECE,2,6.65,"SK109, SK059, SK114, SK207, SK058",7,No,Mobile,ROLE027,Intermediate,Beginner,Intermediate,3,Full Stack Developer
STU0329,ECE,4,6.55,"SK158, SK262, SK158, SK177, SK227",4,Yes,AI,ROLE032,Advanced,Advanced,Basic,6,AI Engineer
STU0330,ECE,2,7.11,"SK074, SK138, SK149, SK172, SK149",0,No,Mobile,ROLE033,Advanced,Advanced,Intermediate,2,Data Scientist
STU0331,CSE,2,7.86,"SK279, SK055, SK117, SK126, SK049",7,Yes,Cloud,ROLE051,Advanced,Advanced,Basic,4,AI Engineer
STU0332,Civil,1,9.2,"SK035, SK206, SK017, SK129, SK104",8,No,DevOps,ROLE025,Intermediate,Beginner,Intermediate,4,Cyber Security Analyst
STU0333,IT,1,7.75,"SK093, SK097, SK226, SK172, SK111",0,No,AI,ROLE034,Intermediate,Beginner,Basic,3,AI Engineer
STU0334,IT,3,6.68,"SK210, SK254, SK085, SK272, SK160",0,Yes,DevOps,ROLE042,Beginner,Advanced,Fluent,6,Cyber Security Analyst
STU0335,IT,4,9.33,"SK231, SK131, SK062, SK136, SK162",3,No,Data Science,ROLE030,Intermediate,Advanced,Basic,1,Full Stack Developer
STU0336,ECE,1,6.32,"SK241, SK207, SK058, SK027, SK109",3,No,Data Science,ROLE001,Beginner,Advanced,Intermediate,1,Data Scientist
STU0337,CSE,3,8.24,"SK012, SK072, SK030, SK010, SK044",4,No,Data Science,ROLE037,Advanced,Advanced,Fluent,2,Cyber Security Analyst
STU0338,EEE,1,9.41,"SK066, SK061, SK137, SK259, SK273",3,Yes,AI,ROLE010,Intermediate,Beginner,Fluent,2,Cloud Engineer
STU0339,EEE,1,8.4,"SK049, SK260, SK037, SK234, SK055",2,No,Mobile,ROLE034,Advanced,Intermediate,Basic,3,AI Engineer
STU0340,EEE,3,9.05,"SK198, SK076, SK188, SK239, SK036",5,Yes,DevOps,ROLE047,Intermediate,Intermediate,Intermediate,6,Software Engineer
STU0341,IT,1,7.67,"SK075, SK072, SK276, SK169, SK062",4,Yes,Mobile,ROLE003,Beginner,Beginner,Fluent,6,Full Stack Developer
STU0342,ECE,2,9.04,"SK247, SK059, SK119, SK153, SK230",7,No,Cyber Security,ROLE032,Advanced,Advanced,Fluent,4,Cloud Engineer
STU0343,IT,4,9.38,"SK197, SK129, SK240, SK254, SK203",8,Yes,Mobile,ROLE006,Intermediate,Intermediate,Fluent,3,AI Engineer
STU0344,ECE,4,8.0,"SK137, SK182, SK083, SK111, SK237",3,Yes,Cloud,ROLE015,Intermediate,Intermediate,Fluent,4,AI Engineer
STU0345,Civil,1,9.45,"SK172, SK128, SK172, SK174, SK221",6,Yes,Data Science,ROLE049,Advanced,Intermediate,Fluent,5,Data Scientist
STU0346,Mechanical,4,9.55,"SK113, SK159, SK034, SK252, SK274",4,Yes,Mobile,ROLE012,Intermediate,Intermediate,Basic,2,Data Scientist
STU0347,ECE,3,7.86,"SK138, SK025, SK149, SK107, SK022",8,Yes,Data Science,ROLE036,Beginner,Advanced,Intermediate,3,Data Scientist
STU0348,Civil,4,9.68,"SK145, SK029, SK258, SK008, SK027",8,Yes,Cloud,ROLE030,Advanced,Intermediate,Fluent,5,Cloud Engineer
STU0349,CSE,2,8.18,"SK093, SK152, SK066, SK055, SK219",5,No,Data Science,ROLE004,Beginner,Advanced,Basic,1,Full Stack Developer
STU0350,ECE,4,9.38,"SK254, SK040, SK194, SK022, SK200",7,Yes,Web Development,ROLE002,Beginner,Beginner,Fluent,3,Cloud Engineer
STU0351,ECE,4,7.87,"SK237, SK191, SK166, SK220, SK271",6,No,DevOps,ROLE009,Intermediate,Advanced,Basic,1,Full Stack Developer
STU0352,Mechanical,1,6.08,"SK228, SK117, SK262, SK072, SK173",3,Yes,Cloud,ROLE006,Intermediate,Intermediate,Fluent,6,Full Stack Developer
STU0353,CSE,2,9.68,"SK211, SK112, SK019, SK159, SK259",4,No,Cyber Security,ROLE054,Intermediate,Beginner,Fluent,5,Full Stack Developer
STU0354,ECE,3,6.01,"SK151, SK246, SK094, SK099, SK227",6,Yes,Web Development,ROLE031,Intermediate,Beginner,Intermediate,2,Cyber Security Analyst
STU0355,IT,4,6.56,"SK199, SK005, SK115, SK129, SK109",4,Yes,DevOps,ROLE050,Advanced,Beginner,Fluent,3,Cloud Engineer
