college_id,college_name,city,state,top_branch,intake_capacity,placement_rate_percent,average_package_lpa_x10,accreditation,college_type
COL234,Madurai Institute of Engineering & Technology 234,Madurai,Tamil Nadu,Electronics & Communication,787,79,21,NBA,Private
COL235,Hubballi Institute of Engineering & Technology 235,Hubballi,Karnataka,Computer Science,375,91,148,NAAC A++,Autonomous
COL236,Kanpur Institute of Engineering & Technology 236,Kanpur,Uttar Pradesh,Civil,251,76,85,NAAC A++,Government
COL237,Nashik Institute of Engineering & Technology 237,Nashik,Maharashtra,Mechanical,471,92,128,NAAC A,Government
COL238,Chennai Institute of Engineering & Technology 238,Chennai,Tamil Nadu,Computer Science,681,95,27,AICTE Approved,Government
COL239,Nashik Institute of Engineering & Technology 239,Nashik,Maharashtra,Civil,1029,87,193,NAAC A++,Private
COL240,Varanasi Institute of Engineering & Technology 240,Varanasi,Uttar Pradesh,Mechanical,1021,92,140,NAAC A++,Private
COL241,Kota Institute of Engineering & Technology 241,Kota,Rajasthan,Electronics & Communication,442,77,58,NAAC A,Government
COL242,Nashik Institute of Engineering & Technology 242,Nashik,Maharashtra,Mechanical,263,90,45,AICTE Approved,Autonomous
COL243,Udaipur Institute of Engineering & Technology 243,Udaipur,Rajasthan,Electrical,520,93,48,AICTE Approved,Private
COL244,Noida Institute of Engineering & Technology 244,Noida,Uttar Pradesh,Information Technology,537,77,170,AICTE Approved,Private
COL245,Udaipur Institute of Engineering & Technology 245,Udaipur,Rajasthan,Civil,1059,95,186,NBA,Private
COL246,Udaipur Institute of Engineering & Technology 246,Udaipur,Rajasthan,Civil,310,96,24,NAAC A+,Autonomous
COL247,Bengaluru Institute of Engineering & Technology 247,Bengaluru,Karnataka,Information Technology,243,88,162,NAAC A+,Private
COL248,Nagpur Institute of Engineering & Technology 248,Nagpur,Maharashtra,Electrical,255,86,121,NAAC A+,Autonomous
COL249,Chennai Institute of Engineering & Technology 249,Chennai,Tamil Nadu,Civil,1155,82,87,NBA,Government
COL250,Indore Institute of Engineering & Technology 250,Indore,Madhya Pradesh,Mechanical,522,78,99,AICTE Approved,Private
COL251,Gwalior Institute of Engineering & Technology 251,Gwalior,Madhya Pradesh,Mechanical,957,90,173,NAAC A,Government
COL252,Kota Institute of Engineering & Technology 252,Kota,Rajasthan,Civil,519,92,195,NAAC A++,Private
COL253,Indore Institute of Engineering & Technology 253,Indore,Madhya Pradesh,Computer Science,730,67,181,AICTE Approved,Private
COL254,Bhopal Institute of Engineering & Technology 254,Bhopal,Madhya Pradesh,Information Technology,884,87,36,NAAC A,Government
COL255,Varanasi Institute of Engineering & Technology 255,Varanasi,Uttar Pradesh,Electrical,1111,72,150,NAAC A++,Autonomous
COL256,Bhopal Institute of Engineering & Technology 256,Bhopal,Madhya Pradesh,Electronics & Communication,1049,63,30,NBA,Government
COL257,Udaipur Institute of Engineering & Technology 257,Udaipur,Rajasthan,Electrical,1193,85,81,NAAC A++,Autonomous
COL258,Warangal Institute of Engineering & Technology 258,Warangal,Telangana,Civil,377,65,144,NAAC A++,Autonomous
COL259,Chennai Institute of Engineering & Technology 259,Chennai,Tamil Nadu,Civil,851,77,197,AICTE Approved,Private
COL260,Hubballi Institute of Engineering & Technology 260,Hubballi,Karnataka,Electrical,249,88,145,NAAC A,Private
COL261,Warangal Institute of Engineering & Technology 261,Warangal,Telangana,Mechanical,497,66,41,NAAC A+,Autonomous
COL262,Gwalior Institute of Engineering & Technology 262,Gwalior,Madhya Pradesh,Chemical,1151,72,188,NBA,Private
COL263,Coimbatore Institute of Engineering & Technology 263,Coimbatore,Tamil Nadu,Chemical,1139,86,107,NAAC A++,Private
COL264,Kota Institute of Engineering & Technology 264,Kota,Rajasthan,Electrical,633,74,80,AICTE Approved,Autonomous
COL265,Bhopal Institute of Engineering & Technology 265,Bhopal,Madhya Pradesh,Information Technology,1096,65,38,NAAC A++,Private
COL266,Mysuru Institute of Engineering & Technology 266,Mysuru,Karnataka,Electrical,978,77,190,NAAC A++,Government
COL267,Pune Institute of Engineering & Technology 267,Pune,Maharashtra,Computer Science,1150,68,73,NAAC A+,Autonomous
COL268,Indore Institute of Engineering & Technology 268,Indore,Madhya Pradesh,Civil,244,85,80,NAAC A,Private
COL269,Warangal Institute of Engineering & Technology 269,Warangal,Telangana,Electrical,959,70,91,NAAC A,Government
COL270,Jaipur Institute of Engineering & Technology 270,Jaipur,Rajasthan,Chemical,691,88,141,NBA,Autonomous
COL271,Hubballi Institute of Engineering & Technology 271,Hubballi,Karnataka,Computer Science,211,86,191,NAAC A++,Autonomous
COL272,Madurai Institute of Engineering & Technology 272,Madurai,Tamil Nadu,Civil,316,91,73,AICTE Approved,Government
COL273,Madurai Institute of Engineering & Technology 273,Madurai,Tamil Nadu,Computer Science,655,90,75,NAAC A++,Autonomous
COL274,Coimbatore Institute of Engineering & Technology 274,Coimbatore,Tamil Nadu,Computer Science,932,68,24,NAAC A++,Government
COL275,Bengaluru Institute of Engineering & Technology 275,Bengaluru,Karnataka,Electrical,609,73,163,NAAC A++,Private
COL276,Ghaziabad Institute of Engineering & Technology 276,Ghaziabad,Uttar Pradesh,Electrical,524,68,150,NAAC A++,Autonomous
COL277,Warangal Institute of Engineering & Technology 277,Warangal,Telangana,Computer Science,604,86,185,NAAC A+,Private
COL278,Mysuru Institute of Engineering & Technology 278,Mysuru,Karnataka,Electronics & Communication,855,73,110,NAAC A,Autonomous
COL279,Coimbatore Institute of Engineering & Technology 279,Coimbatore,Tamil Nadu,Chemical,1011,60,74,NAAC A,Private
COL280,Hyderabad Institute of Engineering & Technology 280,Hyderabad,Telangana,Civil,856,84,60,NAAC A,Government
COL281,Jaipur Institute of Engineering & Technology 281,Jaipur,Rajasthan,Information Technology,329,61,160,NAAC A+,Autonomous
COL282,Mysuru Institute of Engineering & Technology 282,Mysuru,Karnataka,Chemical,306,77,153,NBA,Autonomous
COL283,Coimbatore Institute of Engineering & Technology 283,Coimbatore,Tamil Nadu,Computer Science,922,94,93,NAAC A+,Government
COL284,Hyderabad Institute of Engineering & Technology 284,Hyderabad,Telangana,Computer Science,435,87,168,NAAC A++,Government
COL285,Nashik Institute of Engineering & Technology 285,Nashik,Maharashtra,Civil,780,84,47,NAAC A++,Government
COL286,Nashik Institute of Engineering & Technology 286,Nashik,Maharashtra,Electrical,502,62,59,NBA,Government
COL287,Lucknow Institute of Engineering & Technology 287,Lucknow,Uttar Pradesh,Mechanical,167,61,86,NAAC A,Private
COL288,Chennai Institute of Engineering & Technology 288,Chennai,Tamil Nadu,Computer Science,227,91,108,NAAC A+,Government
COL289,Nashik Institute of Engineering & Technology 289,Nashik,Maharashtra,Mechanical,378,68,130,NAAC A++,Private
COL290,Hyderabad Institute of Engineering & Technology 290,Hyderabad,Telangana,Electronics & Communication,708,96,136,NAAC A+,Private
COL291,Bhopal Institute of Engineering & Technology 291,Bhopal,Madhya Pradesh,Electrical,189,80,106,NAAC A,Government
COL292,Bhopal Institute of Engineering & Technology 292,Bhopal,Madhya Pradesh,Information Technology,510,84,21,NAAC A,Government
COL293,Jaipur Institute of Engineering & Technology 293,Jaipur,Rajasthan,Electronics & Communication,664,94,45,NBA,Government
COL294,Warangal Institute of Engineering & Technology 294,Warangal,Telangana,Electrical,441,95,43,NAAC A+,Government
COL295,Madurai Institute of Engineering & Technology 295,Madurai,Tamil Nadu,Mechanical,785,78,22,NAAC A+,Autonomous
COL296,Coimbatore Institute of Engineering & Technology 296,Coimbatore,Tamil Nadu,Civil,153,83,55,NAAC A+,Private
COL297,Chennai Institute of Engineering & Technology 297,Chennai,Tamil Nadu,Civil,477,73,170,NAAC A++,Government
COL298,Hyderabad Institute of Engineering & Technology 298,Hyderabad,Telangana,Computer Science,1083,76,31,NBA,Autonomous
COL299,Ghaziabad Institute of Engineering & Technology 299,Ghaziabad,Uttar Pradesh,Electronics & Communication,630,56,134,NAAC A+,Private
COL300,Hyderabad Institute of Engineering & Technology 300,Hyderabad,Telangana,Computer Science,480,71,108,NAAC A,Private
COL301,Indore Institute of Engineering & Technology 301,Indore,Madhya Pradesh,Chemical,777,87,31,NAAC A++,Autonomous
COL302,Bhopal Institute of Engineering & Technology 302,Bhopal,Madhya Pradesh,Electronics & Communication,815,76,131,NBA,Private
COL303,Noida Institute of Engineering & Technology 303,Noida,Uttar Pradesh,Chemical,602,57,30,NAAC A++,Private
COL304,Mumbai Institute of Engineering & Technology 304,Mumbai,Maharashtra,Electrical,595,79,174,NAAC A+,Autonomous
COL305,Nashik Institute of Engineering & Technology 305,Nashik,Maharashtra,Electronics & Communication,1039,67,184,NBA,Government
COL306,Hyderabad Institute of Engineering & Technology 306,Hyderabad,Telangana,Chemical,633,68,169,NBA,Government
COL307,Kota Institute of Engineering & Technology 307,Kota,Rajasthan,Information Technology,518,77,168,AICTE Approved,Private
COL308,Bengaluru Institute of Engineering & Technology 308,Bengaluru,Karnataka,Computer Science,1065,92,46,AICTE Approved,Private
COL309,Kota Institute of Engineering & Technology 309,Kota,Rajasthan,Civil,972,74,181,NAAC A,Autonomous
COL310,Warangal Institute of Engineering & Technology 310,Warangal,Telangana,Electrical,516,85,63,NAAC A,Government
COL311,Hyderabad Institute of Engineering & Technology 311,Hyderabad,Telangana,Computer Science,278,63,72,AICTE Approved,Government
COL312,Kota Institute of Engineering & Technology 312,Kota,Rajasthan,Computer Science,673,91,71,NAAC A,Government
COL313,Noida Institute of Engineering & Technology 313,Noida,Uttar Pradesh,Civil,985,59,183,AICTE Approved,Autonomous
COL314,Madurai Institute of Engineering & Technology 314,Madurai,Tamil Nadu,Electronics & Communication,657,67,184,NAAC A++,Government
COL315,Coimbatore Institute of Engineering & Technology 315,Coimbatore,Tamil Nadu,Computer Science,734,98,65,NBA,Private
COL316,Indore Institute of Engineering & Technology 316,Indore,Madhya Pradesh,Civil,335,98,41,NAAC A,Government
COL317,Pune Institute of Engineering & Technology 317,Pune,Maharashtra,Civil,249,96,77,NAAC A++,Autonomous
COL318,Warangal Institute of Engineering & Technology 318,Warangal,Telangana,Computer Science,775,88,113,AICTE Approved,Government
COL319,Madurai Institute of Engineering & Technology 319,Madurai,Tamil Nadu,Computer Science,427,64,78,NBA,Autonomous
COL320,Indore Institute of Engineering & Technology 320,Indore,Madhya Pradesh,Chemical,142,74,185,AICTE Approved,Autonomous
COL321,Madurai Institute of Engineering & Technology 321,Madurai,Tamil Nadu,Civil,907,75,148,AICTE Approved,Autonomous
COL322,Nagpur Institute of Engineering & Technology 322,Nagpur,Maharashtra,Chemical,978,55,31,AICTE Approved,Autonomous
COL323,Noida Institute of Engineering & Technology 323,Noida,Uttar Pradesh,Chemical,1116,95,128,NAAC A,Private
COL324,Coimbatore Institute of Engineering & Technology 324,Coimbatore,Tamil Nadu,Computer Science,382,93,135,AICTE Approved,Government
COL325,Kota Institute of Engineering & Technology 325,Kota,Rajasthan,Computer Science,227,97,124,AICTE Approved,Government
COL326,Gwalior Institute of Engineering & Technology 326,Gwalior,Madhya Pradesh,Computer Science,687,90,190,AICTE Approved,Autonomous
COL327,Madurai Institute of Engineering & Technology 327,Madurai,Tamil Nadu,Civil,1132,57,67,NBA,Autonomous
COL328,Kota Institute of Engineering & Technology 328,Kota,Rajasthan,Information Technology,352,69,65,NAAC A++,Autonomous
COL329,Indore Institute of Engineering & Technology 329,Indore,Madhya Pradesh,Information Technology,909,92,165,NAAC A,Government
COL330,Bengaluru Institute of Engineering & Technology 330,Bengaluru,Karnataka,Electrical,827,97,81,NBA,Autonomous
COL331,Mysuru Institute of Engineering & Technology 331,Mysuru,Karnataka,Electronics & Communication,1148,65,20,NAAC A+,Autonomous
COL332,Nagpur Institute of Engineering & Technology 332,Nagpur,Maharashtra,Electrical,417,81,64,NAAC A,Autonomous
COL333,Udaipur Institute of Engineering & Technology 333,Udaipur,Rajasthan,Chemical,1088,65,156,NAAC A+,Private
COL334,Indore Institute of Engineering & Technology 334,Indore,Madhya Pradesh,Electronics & Communication,608,93,22,NAAC A+,Government
COL335,Udaipur Institute of Engineering & Technology 335,Udaipur,Rajasthan,Mechanical,230,85,85,NBA,Private
COL336,Nagpur Institute of Engineering & Technology 336,Nagpur,Maharashtra,Information Technology,158,63,172,NAAC A++,Autonomous
COL337,Pune Institute of Engineering & Technology 337,Pune,Maharashtra,Electronics & Communication,1186,81,81,NAAC A+,Autonomous
COL338,Ghaziabad Institute of Engineering & Technology 338,Ghaziabad,Uttar Pradesh,Information Technology,256,66,54,NAAC A+,Government
COL339,Indore Institute of Engineering & Technology 339,Indore,Madhya Pradesh,Information Technology,1194,74,171,NAAC A++,Autonomous
COL340,Chennai Institute of Engineering & Technology 340,Chennai,Tamil Nadu,Chemical,996,59,77,NAAC A++,Autonomous
COL341,Bhopal Institute of Engineering & Technology 341,Bhopal,Madhya Pradesh,Chemical,647,56,85,NAAC A+,Government
COL342,Warangal Institute of Engineering & Technology 342,Warangal,Telangana,Mechanical,639,90,182,NAAC A++,Autonomous
COL343,Lucknow Institute of Engineering & Technology 343,Lucknow,Uttar Pradesh,Civil,808,56,43,NAAC A++,Government
COL344,Warangal Institute of Engineering & Technology 344,Warangal,Telangana,Electrical,1076,88,189,NAAC A,Private
COL345,Bhopal Institute of Engineering & Technology 345,Bhopal,Madhya Pradesh,Electronics & Communication,1113,56,58,NAAC A+,Private
COL346,Lucknow Institute of Engineering & Technology 346,Lucknow,Uttar Pradesh,Mechanical,790,67,129,NBA,Autonomous
COL347,Bhopal Institute of Engineering & Technology 347,Bhopal,Madhya Pradesh,Mechanical,1122,84,107,NAAC A+,Private
COL348,Gwalior Institute of Engineering & Technology 348,Gwalior,Madhya Pradesh,Electrical,371,76,139,NAAC A,Private
COL349,Mysuru Institute of Engineering & Technology 349,Mysuru,Karnataka,Computer Science,998,68,112,NBA,Private
COL350,Coimbatore Institute of Engineering & Technology 350,Coimbatore,Tamil Nadu,Information Technology,999,94,175,NAAC A+,Government
COL351,Gwalior Institute of Engineering & Technology 351,Gwalior,Madhya Pradesh,Computer Science,347,66,173,NBA,Autonomous
COL352,Warangal Institute of Engineering & Technology 352,Warangal,Telangana,Information Technology,679,83,95,AICTE Approved,Private
COL353,Jaipur Institute of Engineering & Technology 353,Jaipur,Rajasthan,Information Technology,145,71,62,NBA,Autonomous
COL354,Indore Institute of Engineering & Technology 354,Indore,Madhya Pradesh,Electrical,454,67,25,NAAC A+,Autonomous
COL355,Jaipur Institute of Engineering & Technology 355,Jaipur,Rajasthan,Civil,558,85,66,NAAC A,Government
COL356,Indore Institute of Engineering & Technology 356,Indore,Madhya Pradesh,Electronics & Communication,844,70,35,NAAC A,Autonomous
COL357,Warangal Institute of Engineering & Technology 357,Warangal,Telangana,Electronics & Communication,688,65,32,NBA,Government
COL358,Mumbai Institute of Engineering & Technology 358,Mumbai,Maharashtra,Mechanical,863,60,87,AICTE Approved,Private
COL359,Pune Institute of Engineering & Technology 359,Pune,Maharashtra,Computer Science,589,95,131,NBA,Autonomous
COL360,Madurai Institute of Engineering & Technology 360,Madurai,Tamil Nadu,Computer Science,1075,65,41,NBA,Autonomous
COL361,Pune Institute of Engineering & Technology 361,Pune,Maharashtra,Electrical,878,95,155,NAAC A+,Government
COL362,Pune Institute of Engineering & Technology 362,Pune,Maharashtra,Chemical,322,64,25,NAAC A++,Private
COL363,Bengaluru Institute of Engineering & Technology 363,Bengaluru,Karnataka,Chemical,619,98,133,NAAC A++,Government
COL364,Indore Institute of Engineering & Technology 364,Indore,Madhya Pradesh,Mechanical,388,93,198,NAAC A,Autonomous
COL365,Hyderabad Institute of Engineering & Technology 365,Hyderabad,Telangana,Chemical,758,84,84,NBA,Private
COL366,Hubballi Institute of Engineering & Technology 366,Hubballi,Karnataka,Civil,586,70,23,AICTE Approved,Government
COL367,Chennai Institute of Engineering & Technology 367,Chennai,Tamil Nadu,Electronics & Communication,338,83,145,NAAC A++,Autonomous
COL368,Chennai Institute of Engineering & Technology 368,Chennai,Tamil Nadu,Electrical,893,69,61,NBA,Government
COL369,Nashik Institute of Engineering & Technology 369,Nashik,Maharashtra,Civil,946,87,169,NAAC A,Government
COL370,Warangal Institute of Engineering & Technology 370,Warangal,Telangana,Computer Science,1009,88,47,NAAC A+,Autonomous
COL371,Pune Institute of Engineering & Technology 371,Pune,Maharashtra,Electrical,554,62,44,NAAC A++,Private
COL372,Warangal Institute of Engineering & Technology 372,Warangal,Telangana,Chemical,272,69,168,NBA,Government
COL373,Prayagraj Institute of Engineering & Technology 373,Prayagraj,Uttar Pradesh,Chemical,497,70,75,NBA,Autonomous
COL374,Udaipur Institute of Engineering & Technology 374,Udaipur,Rajasthan,Chemical,612,90,144,NAAC A,Government
COL375,Warangal Institute of Engineering & Technology 375,Warangal,Telangana,Civil,594,83,102,NBA,Private
COL376,Indore Institute of Engineering & Technology 376,Indore,Madhya Pradesh,Mechanical,974,55,172,NAAC A++,Autonomous
COL377,Indore Institute of Engineering & Technology 377,Indore,Madhya Pradesh,Civil,564,68,150,NAAC A++,Government
COL378,Indore Institute of Engineering & Technology 378,Indore,Madhya Pradesh,Computer Science,685,58,185,NAAC A++,Private
COL379,Indore Institute of Engineering & Technology 379,Indore,Madhya Pradesh,Mechanical,595,83,179,NAAC A+,Private
COL380,Jaipur Institute of Engineering & Technology 380,Jaipur,Rajasthan,Electrical,573,70,197,NBA,Autonomous
COL381,Hubballi Institute of Engineering & Technology 381,Hubballi,Karnataka,Information Technology,729,94,92,NAAC A++,Government
COL382,Gwalior Institute of Engineering & Technology 382,Gwalior,Madhya Pradesh,Mechanical,1153,68,160,NBA,Government
COL383,Udaipur Institute of Engineering & Technology 383,Udaipur,Rajasthan,Civil,131,58,110,NAAC A,Private
COL384,Indore Institute of Engineering & Technology 384,Indore,Madhya Pradesh,Mechanical,848,70,133,NAAC A,Government
COL385,Pune Institute of Engineering & Technology 385,Pune,Maharashtra,Mechanical,915,65,137,NAAC A++,Autonomous
COL386,Coimbatore Institute of Engineering & Technology 386,Coimbatore,Tamil Nadu,Computer Science,387,93,167,NBA,Autonomous
COL387,Coimbatore Institute of Engineering & Technology 387,Coimbatore,Tamil Nadu,Electrical,507,81,106,NAAC A+,Private
COL388,Pune Institute of Engineering & Technology 388,Pune,Maharashtra,Mechanical,278,69,123,AICTE Approved,Autonomous
COL389,Lucknow Institute of Engineering & Technology 389,Lucknow,Uttar Pradesh,Information Technology,1119,68,132,NAAC A+,Government
COL390,Gwalior Institute of Engineering & Technology 390,Gwalior,Madhya Pradesh,Electrical,655,70,183,NAAC A+,Autonomous
COL391,Jaipur Institute of Engineering & Technology 391,Jaipur,Rajasthan,Electrical,552,77,34,NBA,Private
COL392,Noida Institute of Engineering & Technology 392,Noida,Uttar Pradesh,Computer Science,704,67,131,NBA,Government
COL393,Indore Institute of Engineering & Technology 393,Indore,Madhya Pradesh,Electronics & Communication,663,97,104,AICTE Approved,Private
COL394,Noida Institute of Engineering & Technology 394,Noida,Uttar Pradesh,Chemical,916,97,175,AICTE Approved,Government
COL395,Indore Institute of Engineering & Technology 395,Indore,Madhya Pradesh,Computer Science,405,68,57,AICTE Approved,Government
COL396,Indore Institute of Engineering & Technology 396,Indore,Madhya Pradesh,Mechanical,782,59,83,NAAC A++,Autonomous
COL397,Nagpur Institute of Engineering & Technology 397,Nagpur,Maharashtra,Electronics & Communication,616,57,101,NBA,Private
COL398,Nagpur Institute of Engineering & Technology 398,Nagpur,Maharashtra,Electrical,1140,84,83,NAAC A++,Private
COL399,Ghaziabad Institute of Engineering & Technology 399,Ghaziabad,Uttar Pradesh,Computer Science,858,86,70,NAAC A++,Government
COL400,Indore Institute of Engineering & Technology 400,Indore,Madhya Pradesh,Information Technology,817,57,53,NAAC A+,Private
COL401,Chennai Institute of Engineering & Technology 401,Chennai,Tamil Nadu,Computer Science,1049,64,100,NAAC A+,Government
COL402,Indore Institute of Engineering & Technology 402,Indore,Madhya Pradesh,Electronics & Communication,1088,55,82,NAAC A+,Government
COL403,Jaipur Institute of Engineering & Technology 403,Jaipur,Rajasthan,Electrical,356,94,49,NBA,Private
COL404,Nagpur Institute of Engineering & Technology 404,Nagpur,Maharashtra,Computer Science,674,95,108,NAAC A++,Autonomous
COL405,Coimbatore Institute of Engineering & Technology 405,Coimbatore,Tamil Nadu,Mechanical,731,98,76,NAAC A,Autonomous
COL406,Chennai Institute of Engineering & Technology 406,Chennai,Tamil Nadu,Electronics & Communication,771,78,181,NBA,Private
COL407,Nagpur Institute of Engineering & Technology 407,Nagpur,Maharashtra,Electronics & Communication,600,73,175,AICTE Approved,Government
COL408,Jaipur Institute of Engineering & Technology 408,Jaipur,Rajasthan,Civil,400,85,88,NAAC A+,Private
COL409,Nashik Institute of Engineering & Technology 409,Nashik,Maharashtra,Information Technology,1131,93,22,NAAC A+,Autonomous
COL410,Mysuru Institute of Engineering & Technology 410,Mysuru,Karnataka,Information Technology,729,87,122,NAAC A+,Private
COL411,Hyderabad Institute of Engineering & Technology 411,Hyderabad,Telangana,Computer Science,1118,62,35,AICTE Approved,Private
COL412,Jaipur Institute of Engineering & Technology 412,Jaipur,Rajasthan,Electronics & Communication,695,95,50,NAAC A+,Government
COL413,Bhopal Institute of Engineering & Technology 413,Bhopal,Madhya Pradesh,Computer Science,179,87,141,NAAC A+,Private
COL414,Warangal Institute of Engineering & Technology 414,Warangal,Telangana,Chemical,266,61,52,NAAC A+,Autonomous
COL415,Hubballi Institute of Engineering & Technology 415,Hubballi,Karnataka,Electrical,932,91,25,AICTE Approved,Private
COL416,Pune Institute of Engineering & Technology 416,Pune,Maharashtra,Mechanical,299,73,116,NAAC A,Private
COL417,Lucknow Institute of Engineering & Technology 417,Lucknow,Uttar Pradesh,Chemical,994,95,41,NAAC A++,Autonomous
COL418,Mysuru Institute of Engineering & Technology 418,Mysuru,Karnataka,Civil,576,97,32,NAAC A+,Autonomous
COL419,Jaipur Institute of Engineering & Technology 419,Jaipur,Rajasthan,Electronics & Communication,836,61,191,NAAC A+,Government
COL420,Udaipur Institute of Engineering & Technology 420,Udaipur,Rajasthan,Mechanical,640,66,36,NAAC A,Government
COL421,Indore Institute of Engineering & Technology 421,Indore,Madhya Pradesh,Information Technology,446,83,77,NAAC A,Private
COL422,Chennai Institute of Engineering & Technology 422,Chennai,Tamil Nadu,Computer Science,216,78,52,NBA,Private
COL423,Udaipur Institute of Engineering & Technology 423,Udaipur,Rajasthan,Electrical,620,89,148,NBA,Government
COL424,Udaipur Institute of Engineering & Technology 424,Udaipur,Rajasthan,Mechanical,918,88,27,NAAC A++,Autonomous
COL425,Mysuru Institute of Engineering & Technology 425,Mysuru,Karnataka,Civil,1026,78,26,AICTE Approved,Government
COL426,Coimbatore Institute of Engineering & Technology 426,Coimbatore,Tamil Nadu,Information Technology,373,74,158,NAAC A,Private
COL427,Bengaluru Institute of Engineering & Technology 427,Bengaluru,Karnataka,Electrical,362,82,66,NAAC A+,Private
COL428,Warangal Institute of Engineering & Technology 428,Warangal,Telangana,Civil,596,57,190,NBA,Government
COL429,Chennai Institute of Engineering & Technology 429,Chennai,Tamil Nadu,Information Technology,446,74,79,NBA,Private
COL430,Warangal Institute of Engineering & Technology 430,Warangal,Telangana,Chemical,634,59,33,NBA,Private
COL431,Udaipur Institute of Engineering & Technology 431,Udaipur,Rajasthan,Electrical,910,68,85,NAAC A,Private
COL432,Hyderabad Institute of Engineering & Technology 432,Hyderabad,Telangana,Mechanical,545,93,150,NAAC A+,Private
COL433,Indore Institute of Engineering & Technology 433,Indore,Madhya Pradesh,Information Technology,184,66,104,NAAC A+,Government
COL434,Udaipur Institute of Engineering & Technology 434,Udaipur,Rajasthan,Information Technology,970,89,117,NAAC A+,Autonomous
COL435,Coimbatore Institute of Engineering & Technology 435,Coimbatore,Tamil Nadu,Civil,550,71,178,NAAC A++,Government
COL436,Nashik Institute of Engineering & Technology 436,Nashik,Maharashtra,Electrical,1114,74,97,NAAC A,Autonomous
COL437,Coimbatore Institute of Engineering & Technology 437,Coimbatore,Tamil Nadu,Civil,229,60,180,AICTE Approved,Private
COL438,Nashik Institute of Engineering & Technology 438,Nashik,Maharashtra,Mechanical,869,75,72,NAAC A++,Government
COL439,Bengaluru Institute of Engineering & Technology 439,Bengaluru,Karnataka,Mechanical,223,69,118,AICTE Approved,Private
COL440,Jaipur Institute of Engineering & Technology 440,Jaipur,Rajasthan,Information Technology,1127,69,31,NAAC A+,Autonomous
COL441,Nagpur Institute of Engineering & Technology 441,Nagpur,Maharashtra,Electronics & Communication,446,91,164,NAAC A,Government
COL442,Nagpur Institute of Engineering & Technology 442,Nagpur,Maharashtra,Information Technology,798,74,92,NBA,Private
COL443,Madurai Institute of Engineering & Technology 443,Madurai,Tamil Nadu,Mechanical,757,59,100,NAAC A+,Private
COL444,Warangal Institute of Engineering & Technology 444,Warangal,Telangana,Electronics & Communication,571,94,158,NAAC A++,Autonomous
COL445,Mumbai Institute of Engineering & Technology 445,Mumbai,Maharashtra,Civil,959,56,129,NAAC A+,Private
COL446,Prayagraj Institute of Engineering & Technology 446,Prayagraj,Uttar Pradesh,Electronics & Communication,1010,70,76,NAAC A++,Private
COL447,Indore Institute of Engineering & Technology 447,Indore,Madhya Pradesh,Electronics & Communication,812,68,116,NAAC A+,Autonomous
COL448,Gwalior Institute of Engineering & Technology 448,Gwalior,Madhya Pradesh,Electrical,599,72,159,NAAC A+,Government
COL449,Madurai Institute of Engineering & Technology 449,Madurai,Tamil Nadu,Civil,498,72,78,AICTE Approved,Autonomous
COL450,Udaipur Institute of Engineering & Technology 450,Udaipur,Rajasthan,Information Technology,217,85,197,NAAC A+,Autonomous
COL451,Bengaluru Institute of Engineering & Technology 451,Bengaluru,Karnataka,Mechanical,1036,88,137,NAAC A,Private
COL452,Udaipur Institute of Engineering & Technology 452,Udaipur,Rajasthan,Electronics & Communication,466,80,170,NAAC A++,Private
COL453,Nashik Institute of Engineering & Technology 453,Nashik,Maharashtra,Electronics & Communication,1100,66,167,NAAC A+,Government
COL454,Madurai Institute of Engineering & Technology 454,Madurai,Tamil Nadu,Information Technology,655,90,179,AICTE Approved,Government
COL455,Mysuru Institute of Engineering & Technology 455,Mysuru,Karnataka,Civil,1058,71,50,NAAC A,Private
COL456,Udaipur Institute of Engineering & Technology 456,Udaipur,Rajasthan,Civil,302,75,192,NBA,Private
COL457,Nagpur Institute of Engineering & Technology 457,Nagpur,Maharashtra,Civil,387,81,90,NAAC A+,Government
COL458,Nagpur Institute of Engineering & Technology 458,Nagpur,Maharashtra,Electronics & Communication,862,58,74,NAAC A++,Private
COL459,Jaipur Institute of Engineering & Technology 459,Jaipur,Rajasthan,Computer Science,329,63,151,AICTE Approved,Autonomous
COL460,Lucknow Institute of Engineering & Technology 460,Lucknow,Uttar Pradesh,Chemical,253,95,89,NAAC A++,Private
COL461,Kota Institute of Engineering & Technology 461,Kota,Rajasthan,Electronics & Communication,251,84,47,NAAC A,Private
COL462,Indore Institute of Engineering & Technology 462,Indore,Madhya Pradesh,Electrical,163,58,83,NAAC A,Government
COL463,Chennai Institute of Engineering & Technology 463,Chennai,Tamil Nadu,Civil,1085,68,158,NBA,Government
COL464,Bhopal Institute of Engineering & Technology 464,Bhopal,Madhya Pradesh,Computer Science,598,81,99,NAAC A++,Autonomous
COL465,Varanasi Institute of Engineering & Technology 465,Varanasi,Uttar Pradesh,Chemical,815,81,84,NAAC A+,Private
COL466,Jaipur Institute of Engineering & Technology 466,Jaipur,Rajasthan,Electrical,973,87,56,AICTE Approved,Autonomous
COL467,Indore Institute of Engineering & Technology 467,Indore,Madhya Pradesh,Information Technology,481,64,194,NAAC A+,Autonomous
COL468,Nashik Institute of Engineering & Technology 468,Nashik,Maharashtra,Electrical,137,60,188,NAAC A++,Government
