mapping_id,branch_name,branch_code,role_id,role_name,priority,recommended,bridge_skills,higher_studies_option,career_path,industry,notes
BRM167,Data Science,DS,ROLE014,Ethical Hacker,Low,No,Java;Networking;Git;Python,MBA,Architect,IT,Suitable based on curriculum alignment.
BRM168,Electrical Engineering,EE,ROLE009,Software Engineer,Low,No,Git;Java;SQL;Machine Learning,MS,Technical Lead,Healthcare,Suitable based on curriculum alignment.
BRM169,Artificial Intelligence & Data Science,AIDS,ROLE010,DevOps Engineer,Low,No,Python;Machine Learning;Networking;Git,MS,Technical Lead,Healthcare,Suitable based on curriculum alignment.
BRM170,Computer Science and Engineering,CSE,ROLE022,IoT Engineer,Low,No,Java;Linux;Git;SQL,MS,Architect,Manufacturing,Suitable based on curriculum alignment.
BRM171,Electronics and Communication,ECE,ROLE010,DevOps Engineer,Medium,Yes,Linux;Java;AWS;DSA,MS,Architect,Healthcare,Suitable based on curriculum alignment.
BRM172,Mechanical Engineering,ME,ROLE032,Site Reliability Engineer,Low,Yes,AWS;DSA;SQL;Java,M.Tech,Technical Lead,E-commerce,Suitable based on curriculum alignment.
BRM173,Information Technology,IT,ROLE021,Blockchain Developer,Medium,Yes,Networking;SQL;Machine Learning;AWS,MBA,Specialist,Manufacturing,Suitable based on curriculum alignment.
BRM174,Mechanical Engineering,ME,ROLE054,Storage Engineer,High,Yes,Machine Learning;Linux;Git;Java,None,Architect,IT,Suitable based on curriculum alignment.
BRM175,Computer Science and Engineering,CSE,ROLE041,SAP Consultant,Low,Yes,Python;Java;Linux;Git,MS,Technical Lead,Telecom,Suitable based on curriculum alignment.
BRM176,Data Science,DS,ROLE034,Solutions Architect,Low,No,Machine Learning;Git;SQL;Networking,MBA,Entry Level,Healthcare,Suitable based on curriculum alignment.
BRM177,Data Science,DS,ROLE049,Salesforce Developer,Medium,No,Java;DSA;AWS;Python,MS,Entry Level,Telecom,Suitable based on curriculum alignment.
BRM178,Information Technology,IT,ROLE052,Automation Engineer,Low,No,DSA;Linux;Git;Networking,None,Technical Lead,Manufacturing,Suitable based on curriculum alignment.
BRM179,Electrical Engineering,EE,ROLE012,Cyber Security Analyst,High,Yes,DSA;AWS;Java;SQL,None,Entry Level,Finance,Suitable based on curriculum alignment.
BRM180,Artificial Intelligence & Data Science,AIDS,ROLE015,Android Developer,High,Yes,Linux;Python;Networking;Git,MS,Specialist,Telecom,Suitable based on curriculum alignment.
BRM181,Civil Engineering,CE,ROLE059,Platform Engineer,Low,Yes,Linux;Python;Machine Learning;Git,None,Architect,Telecom,Suitable based on curriculum alignment.
BRM182,Artificial Intelligence & Data Science,AIDS,ROLE052,Automation Engineer,High,No,Java;Python;AWS;DSA,MS,Technical Lead,Healthcare,Suitable based on curriculum alignment.
BRM183,Electronics and Communication,ECE,ROLE001,Data Scientist,Low,Yes,Git;Python;DSA;SQL,M.Tech,Architect,Healthcare,Suitable based on curriculum alignment.
BRM184,Mechanical Engineering,ME,ROLE006,Backend Developer,Medium,Yes,AWS;Java;SQL;Git,None,Technical Lead,IT,Suitable based on curriculum alignment.
BRM185,Information Technology,IT,ROLE024,Robotics Engineer,Low,Yes,Machine Learning;SQL;AWS;DSA,MBA,Architect,Manufacturing,Suitable based on curriculum alignment.
BRM186,Electronics and Communication,ECE,ROLE007,Frontend Developer,Low,Yes,Linux;SQL;DSA;Java,M.Tech,Entry Level,Telecom,Suitable based on curriculum alignment.
BRM187,Electronics and Communication,ECE,ROLE042,ERP Consultant,Medium,Yes,AWS;Linux;Git;Python,M.Tech,Architect,Telecom,Suitable based on curriculum alignment.
BRM188,Information Technology,IT,ROLE045,Technical Writer,Low,No,Machine Learning;SQL;Python;Git,None,Architect,Manufacturing,Suitable based on curriculum alignment.
BRM189,Information Technology,IT,ROLE059,Platform Engineer,High,No,AWS;Machine Learning;Java;DSA,None,Specialist,Telecom,Suitable based on curriculum alignment.
BRM190,Artificial Intelligence & Data Science,AIDS,ROLE038,NLP Engineer,Low,No,Java;Python;AWS;Linux,None,Entry Level,Manufacturing,Suitable based on curriculum alignment.
BRM191,Data Science,DS,ROLE034,Solutions Architect,Medium,Yes,AWS;Linux;DSA;Networking,M.Tech,Specialist,Manufacturing,Suitable based on curriculum alignment.
BRM192,Data Science,DS,ROLE028,Product Manager,Medium,No,Git;AWS;Machine Learning;Java,MBA,Architect,E-commerce,Suitable based on curriculum alignment.
BRM193,Computer Science and Engineering,CSE,ROLE026,UX Designer,Low,Yes,Networking;DSA;Python;Java,None,Technical Lead,Manufacturing,Suitable based on curriculum alignment.
BRM194,Artificial Intelligence & Data Science,AIDS,ROLE033,Network Engineer,High,Yes,Git;Networking;SQL;AWS,MS,Entry Level,Manufacturing,Suitable based on curriculum alignment.
BRM195,Data Science,DS,ROLE015,Android Developer,Low,No,Linux;AWS;DSA;Machine Learning,MS,Specialist,Finance,Suitable based on curriculum alignment.
BRM196,Electronics and Communication,ECE,ROLE043,Digital Marketing Analyst,High,No,AWS;DSA;Networking;Java,MS,Entry Level,Healthcare,Suitable based on curriculum alignment.
BRM197,Mechanical Engineering,ME,ROLE038,NLP Engineer,High,Yes,Python;Linux;Java;DSA,MS,Specialist,IT,Suitable based on curriculum alignment.
BRM198,Artificial Intelligence & Data Science,AIDS,ROLE007,Frontend Developer,Medium,No,DSA;Java;Python;AWS,M.Tech,Specialist,E-commerce,Suitable based on curriculum alignment.
BRM199,Information Technology,IT,ROLE001,Data Scientist,Low,Yes,Machine Learning;Linux;Java;Python,M.Tech,Architect,Telecom,Suitable based on curriculum alignment.
BRM200,Civil Engineering,CE,ROLE029,Technical Support Engineer,Low,No,DSA;Java;Git;Linux,M.Tech,Architect,Manufacturing,Suitable based on curriculum alignment.
